mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
46	46	277/2	277/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	494									98					9		
46	46	555/4	555/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	495									98					9		
46	46	139	139	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	496									98					9		
46	46	557/4	557/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	497									98					9		
46	46	279/2	279/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	498									98					9		
46	46	559/4	559/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	499									98					9		
46	46	140	140	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	500									98					9		
46	46	561/4	561/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	501									98					9		
46	46	281/2	281/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	502									98					9		
46	46	563/4	563/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	503														9		
47	47	143	143	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0								
47	47	141	141	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	504									99							
47	47	142	142	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	505																
47	47	143	143	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	506									100							
47	47	287/2	287/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	507									100							
47	47	283/2	283/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	508									101					9		
47	47	567/4	567/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	509									101					9		
47	47	142	142	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	510									101					9		
47	47	569/4	569/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	511									101					9		
47	47	285/2	285/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	512									101					9		
47	47	571/4	571/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	513									101					9		
47	47	143	143	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	514									101					9		
47	47	573/4	573/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	515									101					9		
47	47	287/2	287/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	516									101					9		
47	47	575/4	575/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	517														9		
48	48	293/2	293/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
48	48	144	144	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	518									100							
48	48	289/2	289/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	519									100							
48	48	145	145	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	520																
48	48	291/2	291/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	521																
48	48	146	146	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	522																
48	48	293/2	293/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	523																
48	48	291/2	291/2	0.5	3/8	3/8	Chord	6/8	3	2	1/8		1/8	1	524																
48	48	289/2	289/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	525									102					9		
48	48	579/4	579/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	526									102					9		
48	48	145	145	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	527									102					9		
48	48	581/4	581/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	528									102					9		
48	48	291/2	291/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	529									102					9		
48	48	583/4	583/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	530									102					9		
48	48	146	146	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	531									102					9		
48	48	585/4	585/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	532									102					9		
48	48	293/2	293/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	533									102					9		
48	48	587/4	587/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	534														9		
49	49	299/2	299/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
49	49	147	147	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	535									103							
49	49	148	148	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	536																
49	49	149	149	0.0	1/2	1/2	Dynamic	6/8	3	1	0					pp															
49	49	149	149	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	537		articStaccatoAbove							104							
49	49	299/2	299/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	538		articStaccatoAbove														
49	49	295/2	295/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	539									105					9		
49	49	591/4	591/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	540									105					9		
49	49	148	148	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	541									105					9		
49	49	593/4	593/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	542									105					9		
49	49	297/2	297/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	543									105					9		
49	49	595/4	595/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	544									105					9		
49	49	149	149	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	545									105					9		
49	49	597/4	597/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	546									105					9		
49	49	299/2	299/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	547									105					9		
49	49	599/4	599/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	548														9		
50	50	150	150	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0								
50	50	305/2	305/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
50	50	150	150	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	549																
50	50	151	151	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	550		articStaccatoAbove							106							
50	50	303/2	303/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	551		articStaccatoAbove							106							
50	50	305/2	305/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	552		articStaccatoAbove														
50	50	301/2	301/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	553									107					9		
50	50	603/4	603/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	554									107					9		
50	50	151	151	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	555									107					9		
50	50	605/4	605/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	556									107					9		
50	50	303/2	303/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	557									107					9		
50	50	607/4	607/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	558									107					9		
50	50	152	152	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	559									107					9		
50	50	609/4	609/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	560									107					9		
50	50	305/2	305/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	561									107					9		
50	50	611/4	611/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	562														9		
51	51	155	155	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0								
51	51	153	153	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	563									108							
51	51	154	154	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	564																
51	51	155	155	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	565									109							
51	51	311/2	311/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	566									109							
51	51	307/2	307/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	567									110					9		
51	51	615/4	615/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	568									110					9		
51	51	154	154	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	569									110					9		
51	51	617/4	617/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	570									110					9		
51	51	309/2	309/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	571									110					9		
51	51	619/4	619/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	572									110					9		
51	51	155	155	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	573									110					9		
51	51	621/4	621/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	574									110					9		
51	51	311/2	311/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	575									110					9		
51	51	623/4	623/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	576														9		
52	52	315/2	315/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
52	52	317/2	317/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
52	52	156	156	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	577									109							
52	52	313/2	313/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	578									109							
52	52	157	157	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	579									109							
52	52	315/2	315/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	580									109							
52	52	158	158	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	581									109							
52	52	317/2	317/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	582									109							
52	52	313/2	313/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	583									111					9		
52	52	627/4	627/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	584									111					9		
52	52	157	157	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	585									111					9		
52	52	629/4	629/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	586									111					9		
52	52	315/2	315/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	587									111					9		
52	52	631/4	631/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	588									111					9		
52	52	158	158	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	589									111					9		
52	52	633/4	633/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	590									111					9		
52	52	317/2	317/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	591									111					9		
52	52	635/4	635/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	592														9		
53	53	319/2	319/2	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
53	53	321/2	321/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
53	53	161	161	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
53	53	645/4	645/4	0.0	9/16	9/16	Tempo	6/8	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0								
53	53	323/2	323/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0								
53	53	159	159	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	593																
53	53	319/2	319/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	594									112					9		
53	53	639/4	639/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	595									112					9		
53	53	160	160	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	596									112					9		
53	53	641/4	641/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	597									112					9		
53	53	321/2	321/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	598									112					9		
53	53	643/4	643/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	599									112					9		
53	53	161	161	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	600									112					9		
53	53	645/4	645/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	601									112					9		
53	53	323/2	323/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	602														9		
54	54	647/4	647/4	0.0	0	11/16	StaffText	6/8	3	1	0							rinforzando													
54	54	1295/8	1295/8	0.0	1/32	23/32	Dynamic	6/8	3	1	0					f															
54	54	1295/8	1295/8	0.125	1/32	23/32	Chord	6/8	3	1	1/32		1/32	1	603																
54	54	647/4	647/4	0.0	0	11/16	Spanner	6/8	4	1	0																		10		
54	54	647/4	647/4	0.0	0	11/16	Spanner	6/8	4	1	0																		10		
55	55	162	162	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
55	55	329/2	329/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0								
55	55	162	162	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	604		articMarcatoAbove														
55	55	163	163	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	605																
55	55	327/2	327/2	0.0	3/8	3/8	Spanner	6/8	3	1	0														2						
55	55	327/2	327/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	606										2						
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	607										2						
55	55	325/2	325/2	0.0	1/8	1/8	Dynamic	6/8	4	1	0					other-dynamics													10		
55	55	325/2	325/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	608									113					10		
55	55	651/4	651/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	609									113					10		
55	55	163	163	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	610									113					10		
55	55	653/4	653/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	611														10		
55	55	327/2	327/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	612									114					10		
55	55	655/4	655/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	613									114					10		
55	55	164	164	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	614									114					10		
55	55	657/4	657/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	615									114					10		
55	55	329/2	329/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	616														10		
56	56	665/4	665/4	0.0	5/16	5/16	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
56	56	1331/8	1331/8	0.0	11/32	11/32	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
56	56	333/2	333/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0								
56	56	167	167	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
56	56	165	165	0.0	0	0	Spanner	6/8	3	1	0																				
56	56	165	165	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	617									115							
56	56	166	166	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	618									115							
56	56	665/4	665/4	0.125	5/16	5/16	Chord	6/8	3	1	1/32		1/32	1	619									115							
56	56	1331/8	1331/8	0.125	11/32	11/32	Chord	6/8	3	1	1/32		1/32	1	620									115							
56	56	333/2	333/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	621																
56	56	167	167	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	622		articStaccatoBelow							116							
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	623		articStaccatoBelow														
56	56	165	165	0.5	0	0	Chord	6/8	3	2	1/8		1/8	1	624																
56	56	331/2	331/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	625									117					10		
56	56	663/4	663/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	626									117					10		
56	56	166	166	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	627									117					10		
56	56	665/4	665/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	628									117					10		
56	56	333/2	333/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	629									117					10		
56	56	667/4	667/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	630									117					10		
56	56	167	167	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	631									117					10		
56	56	669/4	669/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	632									117					10		
56	56	335/2	335/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	633														10		
57	57	168	168	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
57	57	337/2	337/2	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
57	57	170	170	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
57	57	341/2	341/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
57	57	168	168	0.0	0	0	Spanner	6/8	3	1	0														3						
57	57	168	168	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	634									118	3						
57	57	337/2	337/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	635									118	3						
57	57	169	169	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	636										3						
57	57	339/2	339/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	637									119	3						
57	57	170	170	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	638									119	3						
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	639										3						
57	57	168	168	1.5	0	0	Chord	6/8	3	2	3/8		1/4	3/2	640										3						
57	57	339/2	339/2	1.5	3/8	3/8	Chord	6/8	3	2	3/8		1/4	3/2	641										3						
57	57	337/2	337/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	642									120					10		
57	57	675/4	675/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	643									120					10		
57	57	169	169	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	644									120					10		
57	57	677/4	677/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	645									120					10		
57	57	339/2	339/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	646									120					10		
57	57	679/4	679/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	647									120					10		
57	57	170	170	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	648									120					10		
57	57	681/4	681/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	649									120					10		
57	57	341/2	341/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	650														10		
58	58	171	171	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
58	58	345/2	345/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0								
58	58	347/2	347/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0								
58	58	171	171	0.0	0	0	Spanner	6/8	3	1	0																				
58	58	171	171	0.0	0	0	Spanner	6/8	3	1	0																2				
58	58	171	171	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	651									121			2				
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	652												2				
58	58	173	173	0.0	1/2	1/2	Spanner	6/8	3	1	0																				
58	58	173	173	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	653		articStaccatoAbove							122							
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	654		articStaccatoAbove														
58	58	171	171	1.5	0	0	Chord	6/8	3	2	3/8		1/4	3/2	655																
58	58	345/2	345/2	0.5	3/8	3/8	Chord	6/8	3	2	1/8		1/8	1	656																
58	58	173	173	0.5	1/2	1/2	Chord	6/8	3	2	1/8		1/8	1	657																
58	58	347/2	347/2	0.5	5/8	5/8	Chord	6/8	3	2	1/8		1/8	1	658																
58	58	343/2	343/2	0.25	1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	659									123					10		
58	58	687/4	687/4	0.25	3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	660									123					10		
58	58	172	172	0.25	1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	661									123					10		
58	58	689/4	689/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	662									123					10		
58	58	345/2	345/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	663									123					10		
58	58	691/4	691/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	664									123					10		
58	58	173	173	0.25	1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	665									123					10		
58	58	693/4	693/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	666									123					10		
58	58	347/2	347/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	667									123					10		
58	58	695/4	695/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	668														10		
59	59	349/2	349/2	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0								
59	59	175	175	0.0	1/4	1/4	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
59	59	351/2	351/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
59	59	353/2	353/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
59	59	174	174	0.75	0	0	Chord	6/8	3	1	3/16		1/8	3/2	669									124							
59	59	699/4	699/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	670									124							
59	59	175	175	0.0	1/4	1/4	Dynamic	6/8	3	1	0					mf								124							
59	59	175	175	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	671									124							
59	59	1051/6	1051/6	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	672									124							
59	59	526/3	526/3	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	673																
59	59	351/2	351/2	0.0	3/8	3/8	Spanner	6/8	3	1	0																	3			
59	59	351/2	351/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	674													3			
59	59	174	174	1.0	0	0	Chord	6/8	3	2	1/4		1/4	1	675																
59	59	174	174	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	676														10		
59	59	175	175	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	677		articStaccatoAbove							125					10		
59	59	351/2	351/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	678		articStaccatoAbove												10		
59	59	353/2	353/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	679														10		
60	60	357/2	357/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0								
60	60	177	177	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	680													3			
60	60	357/2	357/2	0.0	3/8	3/8	Dynamic	6/8	3	1	0					other-dynamics															
60	60	357/2	357/2	0.0	3/8	3/8	Spanner	6/8	3	1	0																				
60	60	357/2	357/2	0.16666666666666666	3/8	3/8	Chord	6/8	3	1	1/24		1/16	2/3	681																
60	60	536/3	536/3	0.16666666666666666	5/12	5/12	Chord	6/8	3	1	1/24		1/16	2/3	682																
60	60	1073/6	1073/6	0.16666666666666666	11/24	11/24	Chord	6/8	3	1	1/24		1/16	2/3	683																
60	60	179	179	0.16666666666666666	1/2	1/2	Chord	6/8	3	1	1/24		1/16	2/3	684																
60	60	1075/6	1075/6	0.16666666666666666	13/24	13/24	Chord	6/8	3	1	1/24		1/16	2/3	685																
60	60	538/3	538/3	0.16666666666666666	7/12	7/12	Chord	6/8	3	1	1/24		1/16	2/3	686																
60	60	359/2	359/2	0.16666666666666666	5/8	5/8	Chord	6/8	3	1	1/24		1/16	2/3	687																
60	60	539/3	539/3	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	688																
60	60	1079/6	1079/6	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	689																
60	60	177	177	0.0	0	0	Spanner	6/8	4	1	0																3		10		
60	60	177	177	1.0	0	0	Chord	6/8	4	1	1/4		1/4	1	690									126			3		10		
60	60	178	178	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	691												3		10		
60	60	357/2	357/2	0.0	3/8	3/8	Spanner	6/8	4	1	0																		10		
60	60	177	177	1.5	0	0	Chord	6/8	4	2	3/8		1/4	3/2	692														10		
61	61	541/3	541/3	0.0	1/12	1/12	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
61	61	542/3	542/3	0.0	1/6	1/6	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
61	61	181	181	0.0	1/4	1/4	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
61	61	544/3	544/3	0.0	1/3	1/3	Tempo	6/8	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0								
61	61	180	180	0.16666666666666666	0	0	Chord	6/8	3	1	1/24		1/16	2/3	693																
61	61	1081/6	1081/6	0.16666666666666666	1/24	1/24	Chord	6/8	3	1	1/24		1/16	2/3	694																
61	61	541/3	541/3	0.16666666666666666	1/12	1/12	Chord	6/8	3	1	1/24		1/16	2/3	695																
61	61	361/2	361/2	0.16666666666666666	1/8	1/8	Chord	6/8	3	1	1/24		1/16	2/3	696																
61	61	542/3	542/3	0.16666666666666666	1/6	1/6	Chord	6/8	3	1	1/24		1/16	2/3	697																
61	61	1085/6	1085/6	0.16666666666666666	5/24	5/24	Chord	6/8	3	1	1/24		1/16	2/3	698																
61	61	181	181	0.0	1/4	1/4	Dynamic	6/8	3	1	0					pp															
