mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
21	21	59	59	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	191									51					6		
21	21	119/2	119/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	192														6		
22	22	60	60	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	193																
22	22	61	61	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	194		articStaccatoBelow							52							
22	22	123/2	123/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	195		articStaccatoAbove							52							
22	22	125/2	125/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	196		articStaccatoBelow														
22	22	123/2	123/2	0.5	3/8	3/8	Chord	6/8	3	2	1/8		1/8	1	197																
22	22	121/2	121/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	198									53					6		
22	22	61	61	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	199									53					6		
22	22	123/2	123/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	200									53					6		
22	22	62	62	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	201									53					6		
22	22	125/2	125/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	202														6		
23	23	63	63	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
23	23	65	65	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
23	23	63	63	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	203		articTenutoAbove							54							
23	23	64	64	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	204																
23	23	65	65	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	205									55							
23	23	131/2	131/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	206									55							
23	23	127/2	127/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	207									56					6		
23	23	64	64	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	208									56					6		
23	23	129/2	129/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	209									56					6		
23	23	65	65	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	210									56					6		
23	23	131/2	131/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	211														6		
24	24	133/2	133/2	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0								
24	24	68	68	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
24	24	137/2	137/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
24	24	66	66	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	212									55							
24	24	133/2	133/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	213									55							
24	24	67	67	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	214									55							
24	24	135/2	135/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	215									55							
24	24	68	68	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	216									55							
24	24	137/2	137/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	217									55							
24	24	135/2	135/2	0.5	3/8	3/8	Chord	6/8	3	2	1/8		1/8	1	218																
24	24	133/2	133/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	219									57					6		
24	24	67	67	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	220									57					6		
24	24	135/2	135/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	221									57					6		
24	24	68	68	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	222									57					6		
24	24	137/2	137/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	223														6		
25	25	69	69	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	224																
25	25	71	71	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	225		articStaccatoAbove							58							
25	25	143/2	143/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	226		articStaccatoAbove														
25	25	139/2	139/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	227									59					6		
25	25	70	70	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	228									59					6		
25	25	141/2	141/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	229									59					6		
25	25	71	71	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	230									59					6		
25	25	143/2	143/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	231														6		
26	26	72	72	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
26	26	72	72	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	232																
26	26	73	73	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	233		articStaccatoAbove							60							
26	26	147/2	147/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	234		articStaccatoAbove							60							
26	26	149/2	149/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	235		articStaccatoAbove														
26	26	145/2	145/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	236									61					6		
26	26	73	73	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	237									61					6		
26	26	147/2	147/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	238									61					6		
26	26	74	74	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	239									61					6		
26	26	149/2	149/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	240														6		
27	27	75	75	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
27	27	77	77	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
27	27	75	75	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	241									62							
27	27	76	76	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	242																
27	27	77	77	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	243									63							
27	27	155/2	155/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	244									63							
27	27	151/2	151/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	245									64					6		
27	27	76	76	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	246									64					6		
27	27	153/2	153/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	247									64					6		
27	27	77	77	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	248									64					6		
27	27	155/2	155/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	249														6		
28	28	79	79	0.0	1/4	1/4	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
28	28	159/2	159/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
28	28	161/2	161/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
28	28	78	78	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	250									63							
28	28	157/2	157/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	251									63							
28	28	79	79	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	252									63							
28	28	159/2	159/2	0.125	3/8	3/8	Chord	6/8	3	1	1/32		1/32	1	253									63							
28	28	637/8	637/8	0.125	13/32	13/32	Chord	6/8	3	1	1/32		1/32	1	254									63							
28	28	319/4	319/4	0.125	7/16	7/16	Chord	6/8	3	1	1/32		1/32	1	255									63							
28	28	639/8	639/8	0.125	15/32	15/32	Chord	6/8	3	1	1/32		1/32	1	256									63							
28	28	80	80	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	257									63							
28	28	161/2	161/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	258																
28	28	157/2	157/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	259									65					6		
28	28	79	79	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	260									65					6		
28	28	159/2	159/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	261									65					6		
28	28	80	80	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	262									65					6		
28	28	161/2	161/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	263														6		
29	29	83	83	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
29	29	81	81	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	264									66							
29	29	82	82	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	265																
29	29	83	83	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	266		articStaccatoAbove							67							
29	29	167/2	167/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	267		articStaccatoAbove														
29	29	163/2	163/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	268									68					6		
29	29	82	82	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	269									68					6		
29	29	165/2	165/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	270									68					6		
29	29	83	83	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	271									68					6		
29	29	167/2	167/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	272														6		
30	30	84	84	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	273																
30	30	85	85	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	274		articStaccatoAbove							69							
30	30	171/2	171/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	275		articStaccatoAbove							69							
30	30	173/2	173/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	276		articStaccatoAbove														
30	30	169/2	169/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	277									70					6		
30	30	85	85	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	278									70					6		
30	30	171/2	171/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	279									70					6		
30	30	86	86	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	280									70					6		
30	30	173/2	173/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	281														6		
31	31	87	87	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
31	31	89	89	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
31	31	87	87	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	282									71							
31	31	88	88	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	283																
31	31	89	89	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	284									72							
31	31	179/2	179/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	285									72							
31	31	175/2	175/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	286									73					6		
31	31	88	88	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	287									73					6		
31	31	177/2	177/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	288									73					6		
31	31	89	89	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	289									73					6		
31	31	179/2	179/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	290														6		
32	32	90	90	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
32	32	181/2	181/2	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
32	32	92	92	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
32	32	185/2	185/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
32	32	90	90	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	291									72							
32	32	181/2	181/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	292									72							
32	32	91	91	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	293									72							
32	32	183/2	183/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	294									72							
32	32	92	92	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	295									72							
32	32	185/2	185/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	296									72							
32	32	181/2	181/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	297									74					6		
32	32	91	91	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	298									74					6		
32	32	183/2	183/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	299									74					6		
32	32	92	92	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	300									74					6		
32	32	185/2	185/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	301														6		
33	33	187/2	187/2	0.0	1/8	1/8	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
33	33	94	94	0.0	1/4	1/4	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
33	33	189/2	189/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
33	33	95	95	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0								
33	33	93	93	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	302																
33	33	187/2	187/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	303									75					6		
33	33	94	94	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	304									75					6		
33	33	189/2	189/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	305									75					6		
33	33	95	95	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	306														6		
33	33	191/2	191/2	0.0	5/8	5/8	Spanner	6/8	4	1	0																				
34	34	383/4	383/4	0.0	0	11/16	Tempo	6/8	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0								
34	34	383/4	383/4	0.0	0	11/16	StaffText	6/8	3	1	0							un poco rinforz.													
34	34	383/4	383/4	0.25	0	11/16	Chord	6/8	3	1	1/16		1/16	1	307																
34	34	383/4	383/4	0.0	0	11/16	Spanner	6/8	4	1	0																		7		
35	35	96	96	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
35	35	97	97	0.0	1/4	1/4	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
35	35	96	96	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	308		articMarcatoAbove														
35	35	97	97	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	309																
35	35	195/2	195/2	0.0	3/8	3/8	Spanner	6/8	3	1	0														0						
35	35	195/2	195/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	310										0						
35	35	197/2	197/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	311										0						
35	35	193/2	193/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	312									76					7		
35	35	97	97	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	313									76					7		
35	35	195/2	195/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	314									76					7		
35	35	98	98	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	315									76					7		
35	35	197/2	197/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	316														7		
36	36	201/2	201/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
36	36	101	101	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
36	36	99	99	0.0	0	0	Spanner	6/8	3	1	0																				
36	36	99	99	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	317									77							
36	36	100	100	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	318									77							
36	36	401/4	401/4	0.125	5/16	5/16	Chord	6/8	3	1	1/32		1/32	1	319									77							
36	36	803/8	803/8	0.125	11/32	11/32	Chord	6/8	3	1	1/32		1/32	1	320									77							
36	36	201/2	201/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	321																
36	36	101	101	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	322		articStaccatoBelow							78							
36	36	203/2	203/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	323		articStaccatoBelow														
36	36	99	99	1.5	0	0	Chord	6/8	3	2	3/8		1/4	3/2	324																
36	36	201/2	201/2	0.5	3/8	3/8	Chord	6/8	3	2	1/8		1/8	1	325																
36	36	199/2	199/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	326									79					7		
36	36	100	100	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	327									79					7		
36	36	201/2	201/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	328														7		
37	37	104	104	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
37	37	209/2	209/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
37	37	102	102	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	329									80							
37	37	205/2	205/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	330									80							
37	37	103	103	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	331									80							
37	37	207/2	207/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	332									80							
37	37	104	104	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	333									80							
37	37	209/2	209/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	334																
37	37	102	102	1.5	0	0	Chord	6/8	3	2	3/8		1/4	3/2	335																
37	37	207/2	207/2	1.5	3/8	3/8	Chord	6/8	3	2	3/8		1/4	3/2	336																
37	37	205/2	205/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	337									81					7		
37	37	103	103	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	338									81					7		
37	37	207/2	207/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	339									81					7		
37	37	104	104	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	340									81					7		
37	37	209/2	209/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	341									81					7		
37	37	419/4	419/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	342														7		
38	38	105	105	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
38	38	213/2	213/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0								
38	38	215/2	215/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0								
38	38	105	105	0.0	0	0	Spanner	6/8	3	1	0																0				
38	38	105	105	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	343									82			0				
38	38	213/2	213/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	344												0				
38	38	107	107	0.0	1/2	1/2	Spanner	6/8	3	1	0																				
38	38	107	107	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	345		articStaccatoAbove							83							
38	38	215/2	215/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	346		articStaccatoAbove														
38	38	105	105	1.5	0	0	Chord	6/8	3	2	3/8		1/4	3/2	347																
38	38	213/2	213/2	0.5	3/8	3/8	Chord	6/8	3	2	1/8		1/8	1	348																
38	38	107	107	0.5	1/2	1/2	Chord	6/8	3	2	1/8		1/8	1	349																
38	38	215/2	215/2	0.5	5/8	5/8	Chord	6/8	3	2	1/8		1/8	1	350																
38	38	211/2	211/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	351									84					7		
38	38	106	106	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	352									84					7		
38	38	213/2	213/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	353									84					7		
38	38	107	107	0.5	1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	354														7		
38	38	215/2	215/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	355														7		
39	39	109	109	0.0	1/4	1/4	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
39	39	221/2	221/2	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
39	39	108	108	0.75	0	0	Chord	6/8	3	1	3/16		1/8	3/2	356		articAccentAbove							85							
39	39	435/4	435/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	357									85							
39	39	109	109	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	358									85							
39	39	655/6	655/6	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	359									85							
39	39	328/3	328/3	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	360																
39	39	219/2	219/2	0.0	3/8	3/8	Spanner	6/8	3	1	0																	0			
39	39	219/2	219/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	361													0			
39	39	108	108	0.5	0	0	Chord	6/8	3	2	1/8		1/8	1	362																
39	39	108	108	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	363														7		
39	39	109	109	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	364		articStaccatoAbove							86					7		
39	39	219/2	219/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	365		articStaccatoAbove												7		
39	39	221/2	221/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	366														7		
40	40	111	111	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
40	40	112	112	0.0	1/4	1/4	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
40	40	225/2	225/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0								
40	40	451/4	451/4	0.0	7/16	7/16	Tempo	6/8	1	1	0								𝅘𝅥=130	130.0	𝅘𝅥	130.0	0.0								
40	40	111	111	1.5	0	0	Chord	6/8	3	1	3/8		1/4	3/2	367													0			
40	40	225/2	225/2	0.0	3/8	3/8	StaffText	6/8	3	1	0							dolce													
40	40	225/2	225/2	0.0	3/8	3/8	Spanner	6/8	3	1	0																				
40	40	225/2	225/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	368		articStaccatoAbove							87							
40	40	451/4	451/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	369		articStaccatoAbove							87							
40	40	113	113	0.25	1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	370		articStaccatoAbove							87							
40	40	453/4	453/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	371		articStaccatoAbove							87							
40	40	227/2	227/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	372		articStaccatoAbove							87							
40	40	455/4	455/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	373		articStaccatoAbove														
40	40	111	111	1.0	0	0	Chord	6/8	4	1	1/4		1/4	1	374									88					7		
40	40	112	112	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	375														7		
40	40	111	111	1.5	0	0	Chord	6/8	4	2	3/8		1/4	3/2	376														7		
41	41	459/4	459/4	0.0	3/16	3/16	Tempo	6/8	1	1	0								𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0								
41	41	461/4	461/4	0.0	5/16	5/16	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
41	41	231/2	231/2	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0								
41	41	114	114	0.0	0	0	Spanner	6/8	3	1	0																				4
41	41	114	114	0.25	0	0	Chord	6/8	3	1	1/16		1/16	1	377		articStaccatoAbove							89							4
41	41	457/4	457/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	378		articStaccatoAbove							89							4
41	41	229/2	229/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	379		articStaccatoAbove							89							4
41	41	459/4	459/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	380		articStaccatoAbove							89							4
41	41	115	115	0.25	1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	381		articStaccatoAbove							89							4
41	41	461/4	461/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	382		articStaccatoAbove														4
41	41	231/2	231/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	383																4
41	41	116	116	0.0	1/2	1/2	Spanner	6/8	3	1	0																				
41	41	233/2	233/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	384																
41	41	233/2	233/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	385														7		
42	42	118	118	0.0	1/4	1/4	Tempo	6/8	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0								
42	42	117	117	0.75	0	0	Chord	6/8	3	1	3/16		1/8	3/2	386									90							
42	42	471/4	471/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	387									90							
42	42	118	118	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	388									90							
42	42	709/6	709/6	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	389									90							
42	42	355/3	355/3	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	390																
42	42	237/2	237/2	0.0	3/8	3/8	Spanner	6/8	3	1	0																	1			
42	42	237/2	237/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	391													1			
42	42	117	117	0.5	0	0	Chord	6/8	3	2	1/8		1/8	1	392																
42	42	117	117	0.5	0	0	Chord	6/8	4	1	1/8		1/8	1	393														7		
42	42	118	118	0.5	1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	394		articStaccatoBelow							91					7		
