mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_ritard.	TextLine_stringendo	decrescendo_hairpin	crescendo_line	crescendo_hairpin	diminuendo_line	Ottava:8va
152	148	2415/4	2415/4	0.25	33/16	33/16	Chord	4/4	2	1	1/16		1/16	1	2065												
152	148	604	604	0.25	17/8	17/8	Chord	4/4	2	1	1/16		1/16	1	2066												
152	148	2417/4	2417/4	0.25	35/16	35/16	Chord	4/4	2	1	1/16		1/16	1	2067												
152	148	1209/2	1209/2	0.25	9/4	9/4	Chord	4/4	2	1	1/16		1/16	1	2068												
152	148	2419/4	2419/4	0.25	37/16	37/16	Chord	4/4	2	1	1/16		1/16	1	2069												
152	148	605	605	0.25	19/8	19/8	Chord	4/4	2	1	1/16		1/16	1	2070												
152	148	2421/4	2421/4	0.5	39/16	39/16	Chord	4/4	2	1	1/8		1/8	1	2071												
152	148	2423/4	2423/4	0.5	41/16	41/16	Chord	4/4	2	1	1/8		1/8	1	2072												
152	148	2425/4	2425/4	0.5	43/16	43/16	Chord	4/4	2	1	1/8		1/8	1	2073												
152	148	2427/4	2427/4	0.5	45/16	45/16	Chord	4/4	2	1	1/8		1/8	1	2074												
153	149	2429/4	2429/4	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/><i>in tempo</i>"									5
153	149	2429/4	2429/4	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/>sempre"									5
153	149	2429/4	2429/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2075												5
153	149	1215/2	1215/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2076												5
153	149	2431/4	2431/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2077												5
153	149	608	608	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2078												5
153	149	2433/4	2433/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2079												5
153	149	1217/2	1217/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2080												5
153	149	2435/4	2435/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2081												5
153	149	609	609	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2082												5
153	149	2437/4	2437/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2083												5
153	149	1219/2	1219/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2084												5
153	149	2439/4	2439/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2085												5
153	149	610	610	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2086												5
153	149	2441/4	2441/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2087												5
153	149	1221/2	1221/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2088												5
153	149	2443/4	2443/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2089												5
153	149	611	611	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2090												5
153	149	2429/4	2429/4	0.0	0	0	Dynamic	4/4	2	1	0					ff											
153	149	2429/4	2429/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2091		articMarcatoBelow		152								
153	149	2433/4	2433/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2092		articStaccatissimoBelow										
153	149	2437/4	2437/4	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2093		articMarcatoAbove										
154	150	2445/4	2445/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2094												5
154	150	1223/2	1223/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2095												5
154	150	2447/4	2447/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2096												5
154	150	612	612	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2097												5
154	150	2449/4	2449/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2098												5
154	150	1225/2	1225/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2099												5
154	150	2451/4	2451/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2100												5
154	150	613	613	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2101												5
154	150	2453/4	2453/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2102												5
154	150	1227/2	1227/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2103												5
154	150	2455/4	2455/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2104												5
154	150	614	614	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2105												5
154	150	2457/4	2457/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2106												5
154	150	1229/2	1229/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2107												5
154	150	2459/4	2459/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2108												5
154	150	615	615	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2109												5
154	150	2445/4	2445/4	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	2110												
154	150	7339/12	7339/12	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	2111												
154	150	7343/12	7343/12	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	2112												
154	150	2449/4	2449/4	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	2113												
154	150	7351/12	7351/12	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	2114												
154	150	7355/12	7355/12	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	2115												
154	150	2453/4	2453/4	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	2116												
154	150	7363/12	7363/12	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	2117												
154	150	7367/12	7367/12	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	2118												
154	150	2457/4	2457/4	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	2119												
154	150	7375/12	7375/12	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	2120												
154	150	7379/12	7379/12	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	2121												
155	151	2461/4	2461/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2122												5
155	151	1231/2	1231/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2123												5
155	151	2463/4	2463/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2124												5
155	151	616	616	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2125												5
155	151	2465/4	2465/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2126												5
155	151	1233/2	1233/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2127												5
155	151	2467/4	2467/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2128												5
155	151	617	617	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2129												5
155	151	2469/4	2469/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2130												5
155	151	1235/2	1235/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2131												5
155	151	2471/4	2471/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2132												5
155	151	618	618	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2133												5
155	151	2473/4	2473/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2134												5
155	151	1237/2	1237/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2135												5
155	151	2475/4	2475/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2136												5
155	151	619	619	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2137												5
155	151	2461/4	2461/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2138		articMarcatoAbove		153								
155	151	2465/4	2465/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2139		articStaccatissimoBelow										
155	151	2469/4	2469/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2140		articMarcatoAbove										
155	151	2475/4	2475/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2141												
156	152	2477/4	2477/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2142												5
156	152	1239/2	1239/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2143												5
156	152	2479/4	2479/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2144												5
156	152	620	620	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2145												5
156	152	2481/4	2481/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2146												5
156	152	1241/2	1241/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2147												5
156	152	2483/4	2483/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2148												5
156	152	621	621	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2149												5
156	152	2485/4	2485/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2150												5
156	152	1243/2	1243/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2151												5
156	152	2487/4	2487/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2152												5
156	152	622	622	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2153												5
156	152	2489/4	2489/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2154												5
156	152	1245/2	1245/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2155												5
156	152	2491/4	2491/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2156												5
156	152	623	623	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2157												5
156	152	2477/4	2477/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2158		articAccentBelow		154								
156	152	2481/4	2481/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2159		articStaccatissimoBelow										
156	152	2485/4	2485/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2160		articMarcatoAbove										
156	152	623	623	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2161												
157	153	2493/4	2493/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2162												5
157	153	1247/2	1247/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2163												5
157	153	2495/4	2495/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2164												5
157	153	624	624	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2165												5
157	153	2497/4	2497/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2166												5
157	153	1249/2	1249/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2167												5
157	153	2499/4	2499/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2168												5
157	153	625	625	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2169												5
157	153	2501/4	2501/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2170												5
157	153	1251/2	1251/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2171												5
157	153	2503/4	2503/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2172												5
157	153	626	626	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2173												5
157	153	2505/4	2505/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2174												5
157	153	1253/2	1253/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2175												5
157	153	2507/4	2507/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2176												5
157	153	627	627	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2177												5
157	153	2493/4	2493/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2178		articAccentBelow		155								
157	153	2497/4	2497/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2179		articStaccatissimoBelow										
157	153	2501/4	2501/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2180		articMarcatoAbove										
157	153	2505/4	2505/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2181												
158	154	2509/4	2509/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2182												5
158	154	1255/2	1255/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2183												5
158	154	2511/4	2511/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2184												5
158	154	628	628	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2185												5
158	154	2513/4	2513/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2186												5
158	154	1257/2	1257/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2187												5
158	154	2515/4	2515/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2188												5
158	154	629	629	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2189												5
158	154	2517/4	2517/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2190												5
158	154	1259/2	1259/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2191												5
158	154	2519/4	2519/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2192												5
158	154	630	630	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2193												5
158	154	2521/4	2521/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2194												5
158	154	1261/2	1261/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2195												5
158	154	2523/4	2523/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2196												5
158	154	631	631	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2197												5
158	154	2509/4	2509/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2198		articMarcatoAbove										
158	154	2513/4	2513/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2199												
158	154	2517/4	2517/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2200		articMarcatoAbove										
158	154	2521/4	2521/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2201												
159	155	2525/4	2525/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	2202												5
159	155	1263/2	1263/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2203												5
159	155	2527/4	2527/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2204												5
159	155	632	632	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2205												5
159	155	2529/4	2529/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2206												5
159	155	1265/2	1265/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2207												5
159	155	2531/4	2531/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2208												5
159	155	633	633	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2209												5
159	155	2533/4	2533/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2210												5
159	155	1267/2	1267/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2211												5
159	155	2535/4	2535/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2212												5
159	155	634	634	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2213												5
159	155	2537/4	2537/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2214												5
159	155	1269/2	1269/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2215												5
159	155	2539/4	2539/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2216												5
159	155	635	635	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2217												5
159	155	2525/4	2525/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	2218		articMarcatoAbove										
159	155	2529/4	2529/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2219												
159	155	2533/4	2533/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2220		articMarcatoAbove										
159	155	2537/4	2537/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2221												
160	156	2541/4	2541/4	0.0	0	0	Spanner	4/4	1	1	0																
160	156	2549/4	2549/4	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2222		articAccentAbove										
160	156	2549/4	2549/4	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2223												
160	156	2541/4	2541/4	4.0	0	0	Chord	4/4	2	2	1		1	1	2224												
161	157	2557/4	2557/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	2225		articAccentAbove										
161	157	2565/4	2565/4	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2226		articAccentAbove										
161	157	2557/4	2557/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	2227												
161	157	2565/4	2565/4	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2228												
161	157	2557/4	2557/4	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	2229												
162	158	2573/4	2573/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	2230		articAccentAbove										
162	158	2581/4	2581/4	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2231		articAccentAbove										
162	158	2573/4	2573/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	2232												
162	158	2581/4	2581/4	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2233												
163	159	2589/4	2589/4	3.5	0	0	Chord	4/4	1	1	7/8		1/2	7/4	2234		articAccentAbove										
163	159	2603/4	2603/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2235												
163	159	2589/4	2589/4	3.5	0	0	Chord	4/4	2	1	7/8		1/2	7/4	2236												
163	159	2603/4	2603/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2237												
164	160	2605/4	2605/4	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2238												
164	160	2605/4	2605/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2239												
165	161	2621/4	2621/4	0.0	0	0	Dynamic	4/4	1	1	0					f											
165	161	2621/4	2621/4	0.0	0	0	StaffText	4/4	1	1	0							Lento									
165	161	2621/4	2621/4	0.0	0	0	Spanner	4/4	1	1	0												28				
165	161	2621/4	2621/4	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2240				156				28				
165	161	2625/4	2625/4	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2241				156				28				
165	161	2633/4	2633/4	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2242								28				
166	162	2637/4	2637/4	0.0	0	0	Spanner	4/4	1	1	0																
167	163	2653/4	2653/4	0.0	0	0	Spanner	4/4	2	1	0															0	
167	163	2653/4	2653/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2243											0	
167	163	2661/4	2661/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2244											0	
167	163	2653/4	2653/4	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	2245											0	
167	163	2661/4	2661/4	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	2246											0	
168	164	2669/4	2669/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2247											0	
168	164	2673/4	2673/4	0.0	1/4	1/4	Spanner	4/4	2	1	0																
168	164	2669/4	2669/4	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	2248												
169	165	2685/4	2685/4	0.0	0	0	Spanner	4/4	1	1	0												29				
169	165	2685/4	2685/4	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2249				157				29				
169	165	2689/4	2689/4	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2250				157				29				
169	165	2697/4	2697/4	0.0	3/4	3/4	Spanner	4/4	1	1	0																
169	165	2697/4	2697/4	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2251												
171	167	2717/4	2717/4	0.0	0	0	Dynamic	4/4	2	1	0					p											
171	167	2717/4	2717/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2252												
171	167	2725/4	2725/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2253												
171	167	2717/4	2717/4	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	2254												
171	167	2725/4	2725/4	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	2255												
172	168	2733/4	2733/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	2256												
172	168	2733/4	2733/4	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	2257												
173	169	2749/4	2749/4	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/><i>quasi cadenza</i>"									
173	169	2749/4	2749/4	0.0	0	0	Spanner	4/4	1	1	0														25		
173	169	2749/4	2749/4	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2258										25		
173	169	2753/4	2753/4	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	2259										25		
173	169	2761/4	2761/4	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2260										25		
173	169	2765/4	2765/4	0.0	1	1	Spanner	4/4	1	1	0																
173	169	2765/4	2765/4	2.0	1	1	Chord	4/4	1	1	1/2		1/2	1	2261		articAccentAbove										
173	169	2773/4	2773/4	0.5	3/2	3/2	Chord	4/4	1	1	1/8		1/8	1	2262												
173	169	2775/4	2775/4	0.5	13/8	13/8	Chord	4/4	1	1	1/8		1/8	1	2263												
173	169	2777/4	2777/4	0.5	7/4	7/4	Chord	4/4	1	1	1/8		1/8	1	2264												
173	169	2779/4	2779/4	0.5	15/8	15/8	Chord	4/4	1	1	1/8		1/8	1	2265												
173	169	2781/4	2781/4	0.5	2	2	Chord	4/4	1	1	1/8		1/8	1	2266												
173	169	2783/4	2783/4	0.5	17/8	17/8	Chord	4/4	1	1	1/8		1/8	1	2267												
173	169	2785/4	2785/4	0.5	9/4	9/4	Chord	4/4	1	1	1/8		1/8	1	2268												
173	169	2787/4	2787/4	0.5	19/8	19/8	Chord	4/4	1	1	1/8		1/8	1	2269												
173	169	2789/4	2789/4	1.0	5/2	5/2	Chord	4/4	1	1	1/4		1/4	1	2270												
173	169	2793/4	2793/4	1.0	11/4	11/4	Chord	4/4	1	1	1/4		1/4	1	2271												
173	169	2797/4	2797/4	1.0	3	3	Chord	4/4	1	1	1/4		1/4	1	2272												
173	169	2801/4	2801/4	1.0	13/4	13/4	Chord	4/4	1	1	1/4		1/4	1	2273												
173	169	2805/4	2805/4	2.0	7/2	7/2	Chord	4/4	1	1	1/2		1/2	1	2274												
173	169	2813/4	2813/4	0.0	4	4	StaffText	4/4	1	1	0							"<font size=""12""/>ritenuto"									
173	169	2813/4	2813/4	1.0	4	4	Chord	4/4	1	1	1/4		1/4	1	2275												
173	169	2819/4	2819/4	0.5	35/8	35/8	Chord	4/4	1	1	1/8		1/8	1	2276												
173	169	2821/4	2821/4	1.0	9/2	9/2	Chord	4/4	1	1	1/4		1/4	1	2277												
173	169	2825/4	2825/4	1.0	19/4	19/4	Chord	4/4	1	1	1/4		1/4	1	2278												
173	169	2829/4	2829/4	2.0	5	5	Chord	4/4	1	1	1/2		1/2	1	2279												
173	169	2837/4	2837/4	2.0	11/2	11/2	Chord	4/4	1	1	1/2		1/2	1	2280												
174	170	2845/4	2845/4	0.0	0	0	StaffText	4/4	1	1	0							Lento									
174	170	2845/4	2845/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	2281				158								
174	170	2847/4	2847/4	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	2282				158								
174	170	2851/4	2851/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2283												
174	170	2853/4	2853/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2284				159								
174	170	2855/4	2855/4	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	2285				159								
174	170	2859/4	2859/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2286												
174	170	8537/12	8537/12	0.16666666666666666	1/24	1/24	Chord	4/4	1	2	1/24		1/16	2/3	2287												
174	170	8539/12	8539/12	0.16666666666666666	1/12	1/12	Chord	4/4	1	2	1/24		1/16	2/3	2288												
174	170	2847/4	2847/4	0.16666666666666666	1/8	1/8	Chord	4/4	1	2	1/24		1/16	2/3	2289												
174	170	8543/12	8543/12	0.16666666666666666	1/6	1/6	Chord	4/4	1	2	1/24		1/16	2/3	2290												
174	170	8545/12	8545/12	0.16666666666666666	5/24	5/24	Chord	4/4	1	2	1/24		1/16	2/3	2291												
174	170	2849/4	2849/4	0.16666666666666666	1/4	1/4	Chord	4/4	1	2	1/24		1/16	2/3	2292												
174	170	8549/12	8549/12	0.16666666666666666	7/24	7/24	Chord	4/4	1	2	1/24		1/16	2/3	2293												
174	170	8551/12	8551/12	0.16666666666666666	1/3	1/3	Chord	4/4	1	2	1/24		1/16	2/3	2294												
174	170	2851/4	2851/4	0.16666666666666666	3/8	3/8	Chord	4/4	1	2	1/24		1/16	2/3	2295												
174	170	8555/12	8555/12	0.16666666666666666	5/12	5/12	Chord	4/4	1	2	1/24		1/16	2/3	2296												
174	170	8557/12	8557/12	0.16666666666666666	11/24	11/24	Chord	4/4	1	2	1/24		1/16	2/3	2297												
174	170	8561/12	8561/12	0.16666666666666666	13/24	13/24	Chord	4/4	1	2	1/24		1/16	2/3	2298												
174	170	8563/12	8563/12	0.16666666666666666	7/12	7/12	Chord	4/4	1	2	1/24		1/16	2/3	2299												
174	170	2855/4	2855/4	0.16666666666666666	5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	2300												
174	170	8567/12	8567/12	0.16666666666666666	2/3	2/3	Chord	4/4	1	2	1/24		1/16	2/3	2301												
174	170	8569/12	8569/12	0.16666666666666666	17/24	17/24	Chord	4/4	1	2	1/24		1/16	2/3	2302												
174	170	2857/4	2857/4	0.16666666666666666	3/4	3/4	Chord	4/4	1	2	1/24		1/16	2/3	2303												
174	170	8573/12	8573/12	0.16666666666666666	19/24	19/24	Chord	4/4	1	2	1/24		1/16	2/3	2304												
174	170	8575/12	8575/12	0.16666666666666666	5/6	5/6	Chord	4/4	1	2	1/24		1/16	2/3	2305												
174	170	2859/4	2859/4	0.16666666666666666	7/8	7/8	Chord	4/4	1	2	1/24		1/16	2/3	2306												
174	170	8579/12	8579/12	0.16666666666666666	11/12	11/12	Chord	4/4	1	2	1/24		1/16	2/3	2307												
174	170	8581/12	8581/12	0.16666666666666666	23/24	23/24	Chord	4/4	1	2	1/24		1/16	2/3	2308												
174	170	2845/4	2845/4	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""12""/>una corda"									
