mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_ritard.	TextLine_stringendo	decrescendo_hairpin	crescendo_line	crescendo_hairpin	diminuendo_line	Ottava:8va
131	127	2051/4	2051/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1526												
131	127	513	513	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1527												
131	127	2053/4	2053/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1528												
131	127	1027/2	1027/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1529												
131	127	2055/4	2055/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1530												
131	127	514	514	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1531												
131	127	2057/4	2057/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1532												
131	127	1029/2	1029/2	0.375	7/8	7/8	Chord	4/4	1	1	3/32		1/16	3/2	1533		articAccentBelow										
131	127	4119/8	4119/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1534												
131	127	4089/8	4089/8	0.0	1/32	1/32	StaffText	4/4	2	1	0							"<font size=""12""/>appassionato"									
131	127	4089/8	4089/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	1535												
131	127	2045/4	2045/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	1536												
131	127	4091/8	4091/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	1537												
131	127	1023/2	1023/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1538												
131	127	4093/8	4093/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1539												
131	127	2047/4	2047/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	1540												
131	127	4095/8	4095/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	1541												
131	127	512	512	0.125	1/4	1/4	Chord	4/4	2	1	1/32		1/32	1	1542												
131	127	4097/8	4097/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32		1/32	1	1543												
131	127	2049/4	2049/4	0.125	5/16	5/16	Chord	4/4	2	1	1/32		1/32	1	1544												
131	127	4099/8	4099/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32		1/32	1	1545												
131	127	1025/2	1025/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1546												
131	127	4101/8	4101/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1547												
131	127	2051/4	2051/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	1548												
131	127	4103/8	4103/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	1549												
131	127	4105/8	4105/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	1550												
131	127	2053/4	2053/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	1551												
131	127	4107/8	4107/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	1552												
131	127	1027/2	1027/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	1553												
131	127	4109/8	4109/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	1554												
131	127	2055/4	2055/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	1555												
131	127	4111/8	4111/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	1556												
131	127	514	514	0.125	3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	1557												
131	127	4113/8	4113/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	1558												
131	127	2057/4	2057/4	0.125	13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	1559												
131	127	4115/8	4115/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	1560												
131	127	1029/2	1029/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	1561												
131	127	4117/8	4117/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	1562												
131	127	2059/4	2059/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	1563												
131	127	511	511	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	1564												
131	127	513	513	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1565												
131	127	514	514	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1566												
131	127	1029/2	1029/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1567												
132	128	515	515	0.0	0	0	StaffText	4/4	1	1	0							Più mosso									
132	128	515	515	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1568		articStaccatissimoBelow										
132	128	1031/2	1031/2	0.0	1/8	1/8	StaffText	4/4	1	1	0							"<font size=""12""/>agitato molto"									
132	128	1031/2	1031/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					f											
132	128	1031/2	1031/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	1569												
132	128	4125/8	4125/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1570												
132	128	2063/4	2063/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1571												
132	128	4127/8	4127/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1572												
132	128	516	516	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	1573												
132	128	4129/8	4129/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1574												
132	128	2065/4	2065/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1575												
132	128	4131/8	4131/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1576												
132	128	1033/2	1033/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	1577												
132	128	4133/8	4133/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	1578												
132	128	2067/4	2067/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1579												
132	128	4135/8	4135/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1580												
132	128	517	517	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1581												
132	128	4137/8	4137/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1582												
132	128	2069/4	2069/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1583												
132	128	4139/8	4139/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1584												
132	128	1035/2	1035/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1585												
132	128	4141/8	4141/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1586												
132	128	2071/4	2071/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1587												
132	128	4143/8	4143/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1588												
132	128	518	518	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1589												
132	128	4145/8	4145/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1590												
132	128	2073/4	2073/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1591												
132	128	4147/8	4147/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1592												
132	128	1037/2	1037/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1593												
132	128	4149/8	4149/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1594												
132	128	2075/4	2075/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1595												
132	128	4151/8	4151/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1596												
132	128	515	515	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1597		articStaccatissimoBelow										
132	128	1031/2	1031/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0					f											
132	128	1031/2	1031/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1598		articStaccatissimoBelow										
132	128	516	516	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1599		articStaccatissimoBelow										
132	128	1033/2	1033/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1600		articStaccatissimoBelow										
132	128	1037/2	1037/2	0.0	7/8	7/8	Dynamic	4/4	2	1	0					f											
132	128	1037/2	1037/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1601				133								
133	129	519	519	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	1602												
133	129	4153/8	4153/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	1603												
133	129	2077/4	2077/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	1604												
133	129	4155/8	4155/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1605												
133	129	1039/2	1039/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	1606												
133	129	4157/8	4157/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1607												
133	129	2079/4	2079/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1608												
133	129	4159/8	4159/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1609												
133	129	520	520	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	1610												
133	129	4161/8	4161/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1611												
133	129	2081/4	2081/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1612												
133	129	4163/8	4163/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1613												
133	129	1041/2	1041/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	1614												
133	129	4165/8	4165/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	1615												
133	129	2083/4	2083/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1616												
133	129	4167/8	4167/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1617												
133	129	521	521	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1618												
133	129	4169/8	4169/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1619												
133	129	2085/4	2085/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1620												
133	129	4171/8	4171/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1621												
133	129	1043/2	1043/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1622												
133	129	4173/8	4173/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1623												
133	129	2087/4	2087/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1624												
133	129	4175/8	4175/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1625												
133	129	522	522	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1626												
133	129	4177/8	4177/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1627												
133	129	2089/4	2089/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1628												
133	129	4179/8	4179/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1629												
133	129	1045/2	1045/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1630												
133	129	4181/8	4181/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1631												
133	129	2091/4	2091/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1632												
133	129	4183/8	4183/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1633												
133	129	519	519	0.0	0	0	StaffText	4/4	2	1	0							appassionato									
133	129	519	519	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1634		articStaccatissimoAbove										
133	129	1039/2	1039/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1635		articAccentAbove		134								
133	129	1041/2	1041/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1636												
133	129	521	521	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1637		articStaccatissimoAbove										
133	129	1043/2	1043/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1638		articAccentAbove		135								
133	129	1045/2	1045/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1639												
134	130	523	523	2.0	0	0	Chord	4/4	1	1	1/2	c32	1/2	1	1640												
134	130	523	523	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1641												
134	130	525	525	2.0	1/2	1/2	Chord	4/4	1	1	1/2	c32	1/2	1	1642												
134	130	525	525	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1643												
134	130	527	527	0.125	1	1	Chord	4/4	1	1	1/32		1/32	1	1644												
134	130	4217/8	4217/8	0.125	33/32	33/32	Chord	4/4	1	1	1/32		1/32	1	1645												
134	130	2109/4	2109/4	0.125	17/16	17/16	Chord	4/4	1	1	1/32		1/32	1	1646												
134	130	4219/8	4219/8	0.125	35/32	35/32	Chord	4/4	1	1	1/32		1/32	1	1647												
134	130	523	523	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1648		articAccentAbove		136								
134	130	524	524	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1649												
134	130	1574/3	1574/3	0.0	5/12	5/12	Dynamic	4/4	2	1	0					ff											
134	130	1574/3	1574/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1650		articStaccatoBelow										
134	130	525	525	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1651		articStaccatoBelow										
134	130	1576/3	1576/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1652		articStaccatoBelow										
134	130	2105/4	2105/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1653				137								
134	130	1053/2	1053/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1654												
134	130	4215/8	4215/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	1655												
134	130	527	527	0.16666666666666666	1	1	Chord	4/4	2	1	1/24		1/16	2/3	1656												
134	130	3163/6	3163/6	0.16666666666666666	25/24	25/24	Chord	4/4	2	1	1/24		1/16	2/3	1657												
134	130	1582/3	1582/3	0.16666666666666666	13/12	13/12	Chord	4/4	2	1	1/24		1/16	2/3	1658												
135	131	1055/2	1055/2	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	1659												
135	131	4221/8	4221/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	1660												
135	131	2111/4	2111/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	1661												
135	131	4223/8	4223/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1662												
135	131	528	528	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	1663												
135	131	4225/8	4225/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1664												
135	131	2113/4	2113/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1665												
135	131	4227/8	4227/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1666												
135	131	1057/2	1057/2	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	1667												
135	131	4229/8	4229/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1668												
135	131	2115/4	2115/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1669												
135	131	4231/8	4231/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1670												
135	131	529	529	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	1671												
135	131	4233/8	4233/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	1672												
135	131	2117/4	2117/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1673												
135	131	4235/8	4235/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1674												
135	131	1059/2	1059/2	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1675												
135	131	4237/8	4237/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1676												
135	131	2119/4	2119/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1677												
135	131	4239/8	4239/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1678												
135	131	530	530	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1679												
135	131	4241/8	4241/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1680												
135	131	2121/4	2121/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1681												
135	131	4243/8	4243/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1682												
135	131	1061/2	1061/2	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1683												
135	131	4245/8	4245/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1684												
135	131	2123/4	2123/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1685												
135	131	4247/8	4247/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1686												
135	131	531	531	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1687												
135	131	4249/8	4249/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1688												
135	131	2125/4	2125/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1689												
135	131	4251/8	4251/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1690												
135	131	1055/2	1055/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1691		articStaccatissimoAbove										
135	131	528	528	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1692		articAccentAbove		138								
135	131	529	529	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1693												
135	131	1059/2	1059/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1694		articStaccatissimoAbove										
135	131	530	530	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1695		articAccentAbove		139								
135	131	531	531	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1696												
136	132	1063/2	1063/2	0.0	0	0	Spanner	4/4	1	1	0												27				
136	132	1063/2	1063/2	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	1697								27				
136	132	4253/8	4253/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	1698								27				
136	132	2127/4	2127/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	1699								27				
136	132	4255/8	4255/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1700								27				
136	132	532	532	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	1701								27				
136	132	4257/8	4257/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1702								27				
136	132	2129/4	2129/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1703								27				
136	132	4259/8	4259/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1704								27				
136	132	1065/2	1065/2	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	1705								27				
136	132	4261/8	4261/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	1706								27				
136	132	2131/4	2131/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	1707								27				
136	132	4263/8	4263/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	1708								27				
136	132	533	533	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	1709								27				
136	132	4265/8	4265/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	1710								27				
136	132	2133/4	2133/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1711								27				
136	132	4267/8	4267/8	0.0	15/32	15/32	Spanner	4/4	1	1	0																
136	132	4267/8	4267/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1712												
136	132	1067/2	1067/2	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1713												
136	132	4269/8	4269/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1714												
136	132	2135/4	2135/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1715												
136	132	4271/8	4271/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1716												
136	132	534	534	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1717												
136	132	4273/8	4273/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1718												
136	132	2137/4	2137/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1719												
136	132	4275/8	4275/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1720												
136	132	1069/2	1069/2	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	1721												
136	132	4277/8	4277/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	1722												
136	132	2139/4	2139/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1723												
136	132	4279/8	4279/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1724												
136	132	535	535	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	1725												
136	132	4281/8	4281/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	1726												
136	132	2141/4	2141/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	1727												
136	132	4283/8	4283/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	1728												
136	132	1063/2	1063/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1729		articAccentAbove		140								
136	132	1065/2	1065/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1730												
136	132	1067/2	1067/2	0.0	1/2	1/2	Dynamic	4/4	2	1	0					ff											
136	132	1067/2	1067/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1731		articStaccatoBelow										
136	132	2135/4	2135/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1732		articStaccatoBelow										
136	132	534	534	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1733		articStaccatoBelow										
136	132	2139/4	2139/4	0.0	13/16	13/16	Spanner	4/4	2	1	0														17		
136	132	2139/4	2139/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1734		articStaccatoAbove		141						17		
136	132	535	535	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1735		articStaccatoAbove		141						17		
136	132	2141/4	2141/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1736		articStaccatoAbove								17		
137	133	1071/2	1071/2	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	1737												
137	133	4285/8	4285/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	1738												
137	133	2143/4	2143/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	1739												
137	133	4287/8	4287/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	1740												
137	133	536	536	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	1741												
137	133	4289/8	4289/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	1742												
137	133	2145/4	2145/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1743												
137	133	4291/8	4291/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1744												
137	133	1075/2	1075/2	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	1745												
137	133	4301/8	4301/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	1746												
137	133	2151/4	2151/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	1747												
137	133	4303/8	4303/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	1748												
137	133	538	538	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	1749												
137	133	4305/8	4305/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	1750												
137	133	2153/4	2153/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	1751												
137	133	4307/8	4307/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	1752												
137	133	1071/2	1071/2	0.0	0	0	Spanner	4/4	2	1	0																
137	133	1071/2	1071/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1753				142								
137	133	536	536	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1754												
137	133	1073/2	1073/2	0.0	1/4	1/4	Dynamic	4/4	2	1	0					ff											
137	133	1073/2	1073/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1755		articStaccatoBelow										
137	133	2147/4	2147/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1756		articStaccatoBelow										
137	133	537	537	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1757		articStaccatoBelow										
137	133	1075/2	1075/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1758				143								
137	133	538	538	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1759												
137	133	1077/2	1077/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1760		articStaccatoBelow										
137	133	2155/4	2155/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1761		articStaccatoBelow										
137	133	539	539	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1762		articStaccatoBelow										
137	133	1071/2	1071/2	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1763		articAccentBelow										
137	133	1075/2	1075/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1764		articAccentBelow										
138	134	1079/2	1079/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/>rinforz."									
138	134	1079/2	1079/2	2.0	0	0	Chord	4/4	1	1	1/2	c32	1/2	1	1765												
138	134	1079/2	1079/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1766												
138	134	1083/2	1083/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	c32	1/2	1	1767												
138	134	1083/2	1083/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1768												
138	134	1079/2	1079/2	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	1769		articMarcatoAbove										
138	134	2161/4	2161/4	0.0	3/16	3/16	StaffText	4/4	2	1	0							"<font size=""12""/>rinforz."									
138	134	2161/4	2161/4	0.0	3/16	3/16	StaffText	4/4	2	1	0							"<font size=""12""/>precipitato"									
138	134	2161/4	2161/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1770												
138	134	1081/2	1081/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1771												
138	134	2163/4	2163/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1772												
138	134	541	541	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1773												
