mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_ritard.	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Ottava:8va
31	31	122	122	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	536										
31	31	977/8	977/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	537										
31	31	489/4	489/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	538										
31	31	979/8	979/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	539										
31	31	245/2	245/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	540										
31	31	981/8	981/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	541										
31	31	491/4	491/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	542										
31	31	983/8	983/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	543										
31	31	123	123	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	544										
31	31	985/8	985/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	545										
31	31	493/4	493/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	546										
31	31	987/8	987/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	547										
31	31	247/2	247/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	548										
31	31	989/8	989/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	549										
31	31	495/4	495/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	550										
31	31	991/8	991/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	551										
31	31	120	120	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	552		articMarcatoAbove								
31	31	983/8	983/8	0.0	23/32	23/32	Dynamic	4/4	2	1	0					pp									
31	31	983/8	983/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	553										
31	31	123	123	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""12""/>(eco)"							
31	31	123	123	0.875	3/4	3/4	Chord	4/4	2	1	7/32		1/8	7/4	554										
31	31	991/8	991/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	555										
32	32	124	124	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	556										
32	32	993/8	993/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	557										
32	32	497/4	497/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	558										
32	32	995/8	995/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	559										
32	32	249/2	249/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	560										
32	32	997/8	997/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	561										
32	32	499/4	499/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	562										
32	32	999/8	999/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	563										
32	32	125	125	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	564										
32	32	1001/8	1001/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	565										
32	32	501/4	501/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	566										
32	32	1003/8	1003/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	567										
32	32	251/2	251/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	568										
32	32	1005/8	1005/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	569										
32	32	503/4	503/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	570										
32	32	1007/8	1007/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	571										
32	32	126	126	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	572										
32	32	1009/8	1009/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	573										
32	32	505/4	505/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	574										
32	32	1011/8	1011/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	575										
32	32	253/2	253/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	576										
32	32	1013/8	1013/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	577										
32	32	507/4	507/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	578										
32	32	1015/8	1015/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	579										
32	32	127	127	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	580										
32	32	1017/8	1017/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	581										
32	32	509/4	509/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	582										
32	32	1019/8	1019/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	583										
32	32	255/2	255/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	584										
32	32	1021/8	1021/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	585										
32	32	511/4	511/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	586										
32	32	1023/8	1023/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	587										
32	32	124	124	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	588										
32	32	1007/8	1007/8	0.0	15/32	15/32	Dynamic	4/4	2	1	0					ppp									
32	32	1007/8	1007/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	589										
32	32	126	126	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	590		articStaccatoBelow								
32	32	127	127	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	591		articStaccatoBelow								
33	33	128	128	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	592										
33	33	1025/8	1025/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	593										
33	33	513/4	513/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	594										
33	33	1027/8	1027/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	595										
33	33	257/2	257/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	596										
33	33	1029/8	1029/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	597										
33	33	515/4	515/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	598										
33	33	1031/8	1031/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	599										
33	33	129	129	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	600										
33	33	1033/8	1033/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	601										
33	33	517/4	517/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	602										
33	33	1035/8	1035/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	603										
33	33	259/2	259/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	604										
33	33	1037/8	1037/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	605										
33	33	519/4	519/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	606										
33	33	1039/8	1039/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	607										
33	33	130	130	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	608										
33	33	1041/8	1041/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	609										
33	33	521/4	521/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	610										
33	33	1043/8	1043/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	611										
33	33	261/2	261/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	612										
33	33	1045/8	1045/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	613										
33	33	523/4	523/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	614										
33	33	1047/8	1047/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	615										
33	33	131	131	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	616										
33	33	1049/8	1049/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	617										
33	33	525/4	525/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	618										
33	33	1051/8	1051/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	619										
33	33	263/2	263/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	620										
33	33	1053/8	1053/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	621										
33	33	527/4	527/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	622										
33	33	1055/8	1055/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	623										
33	33	128	128	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	624		articStaccatoBelow								
33	33	1047/8	1047/8	0.0	23/32	23/32	Dynamic	4/4	2	1	0					ff									
33	33	1047/8	1047/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	625										
33	33	131	131	0.875	3/4	3/4	Chord	4/4	2	1	7/32		1/8	7/4	626										
33	33	1055/8	1055/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	627										
34	34	132	132	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	628										
34	34	1057/8	1057/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	629										
34	34	529/4	529/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	630										
34	34	1059/8	1059/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	631										
34	34	265/2	265/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	632										
34	34	1061/8	1061/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	633										
34	34	531/4	531/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	634										
34	34	1063/8	1063/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	635										
34	34	133	133	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	636										
34	34	1065/8	1065/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	637										
34	34	533/4	533/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	638										
34	34	1067/8	1067/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	639										
34	34	267/2	267/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	640										
34	34	1069/8	1069/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	641										
34	34	535/4	535/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	642										
34	34	1071/8	1071/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	643										
34	34	134	134	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	644										
34	34	1073/8	1073/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	645										
34	34	537/4	537/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	646										
34	34	1075/8	1075/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	647										
34	34	269/2	269/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	648										
34	34	1077/8	1077/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	649										
34	34	539/4	539/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	650										
34	34	1079/8	1079/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	651										
34	34	135	135	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	652										
34	34	1081/8	1081/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	653										
34	34	541/4	541/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	654										
34	34	1083/8	1083/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	655										
34	34	271/2	271/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	656										
34	34	1085/8	1085/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	657										
34	34	543/4	543/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	658										
34	34	1087/8	1087/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	659										
34	34	132	132	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	660		articMarcatoAbove								
34	34	1079/8	1079/8	0.0	23/32	23/32	Dynamic	4/4	2	1	0					pp									
34	34	1079/8	1079/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	661										
34	34	135	135	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""12""/>(eco)"							
34	34	135	135	0.875	3/4	3/4	Chord	4/4	2	1	7/32		1/8	7/4	662										
34	34	1087/8	1087/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	663										
35	35	136	136	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	664										
35	35	1089/8	1089/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	665										
35	35	545/4	545/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	666										
35	35	1091/8	1091/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	667										
35	35	273/2	273/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	668										
35	35	1093/8	1093/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	669										
35	35	547/4	547/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	670										
35	35	1095/8	1095/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	671										
35	35	137	137	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	672										
35	35	1097/8	1097/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	673										
35	35	549/4	549/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	674										
35	35	1099/8	1099/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	675										
35	35	275/2	275/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	676										
35	35	1101/8	1101/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	677										
35	35	551/4	551/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	678										
35	35	1103/8	1103/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	679										
35	35	138	138	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	680										
35	35	1105/8	1105/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	681										
35	35	553/4	553/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	682										
35	35	1107/8	1107/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	683										
35	35	277/2	277/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	684										
35	35	1109/8	1109/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	685										
35	35	555/4	555/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	686										
35	35	1111/8	1111/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	687										
35	35	139	139	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	688										
35	35	1113/8	1113/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	689										
35	35	557/4	557/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	690										
35	35	1115/8	1115/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	691										
35	35	279/2	279/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	692										
35	35	1117/8	1117/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	693										
35	35	559/4	559/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	694										
35	35	1119/8	1119/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	695										
35	35	136	136	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	696										
35	35	1103/8	1103/8	0.0	15/32	15/32	Dynamic	4/4	2	1	0					ppp									
35	35	1103/8	1103/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	697										
35	35	138	138	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	698		articStaccatoBelow								
35	35	139	139	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	699		articStaccatoBelow								
36	36	140	140	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/>accel."							
36	36	140	140	0.0	0	0	Spanner	4/4	1	1	0														0
36	36	140	140	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	700										0
36	36	841/6	841/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	701										0
36	36	421/3	421/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	702										0
36	36	281/2	281/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	703										0
36	36	422/3	422/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	704										0
36	36	845/6	845/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	705										0
36	36	141	141	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24		1/16	2/3	706										0
36	36	847/6	847/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24		1/16	2/3	707										0
36	36	424/3	424/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24		1/16	2/3	708										0
36	36	283/2	283/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24		1/16	2/3	709										0
36	36	425/3	425/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24		1/16	2/3	710										0
36	36	851/6	851/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	711										0
36	36	142	142	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	712										0
36	36	853/6	853/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	713										0
36	36	427/3	427/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	714										0
36	36	285/2	285/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	715										0
36	36	428/3	428/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	716										0
36	36	857/6	857/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	717										0
36	36	143	143	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	718										0
36	36	859/6	859/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24		1/16	2/3	719										0
36	36	430/3	430/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24		1/16	2/3	720										0
36	36	287/2	287/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	721										0
36	36	431/3	431/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	722										0
36	36	863/6	863/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	723										0
36	36	140	140	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	724										
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	725										
36	36	141	141	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	726										
36	36	567/4	567/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	727										
36	36	142	142	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	728		articAccentAbove								
37	37	144	144	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	729										0
37	37	865/6	865/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	730										0
37	37	433/3	433/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	731										0
37	37	289/2	289/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	732										0
37	37	434/3	434/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	733										0
37	37	869/6	869/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	734										0
37	37	145	145	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24		1/16	2/3	735										0
37	37	871/6	871/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24		1/16	2/3	736										0
37	37	436/3	436/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24		1/16	2/3	737										0
37	37	291/2	291/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24		1/16	2/3	738										0
37	37	437/3	437/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24		1/16	2/3	739										0
37	37	875/6	875/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	740										0
37	37	146	146	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	741										0
37	37	877/6	877/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	742										0
37	37	439/3	439/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	743										0
37	37	293/2	293/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	744										0
37	37	440/3	440/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	745										0
37	37	881/6	881/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	746										0
37	37	147	147	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	747										0
37	37	883/6	883/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24		1/16	2/3	748										0
37	37	442/3	442/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24		1/16	2/3	749										0
37	37	295/2	295/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	750										0
37	37	443/3	443/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	751										0
37	37	887/6	887/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	752										0
37	37	144	144	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	753										
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	754										
37	37	145	145	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	755										
37	37	583/4	583/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	756										
37	37	146	146	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	757		articAccentAbove								
38	38	148	148	0.0	0	0	Dynamic	4/4	1	1	0					f									0
38	38	148	148	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/>energico"							0
38	38	148	148	0.0	0	0	StaffText	4/4	1	1	0							Allegro vivace							0
38	38	148	148	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	758										0
38	38	297/2	297/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	759										
38	38	150	150	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	760										
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	761										
38	38	151	151	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	762										
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	763										
38	38	148	148	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	764										
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	765										
38	38	150	150	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	766										
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	767										
38	38	151	151	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	768										
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	769										
39	39	152	152	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	770		articStaccatissimoAbove								
39	39	153	153	0.0	1/4	1/4	Dynamic	4/4	1	1	0					mf									
39	39	152	152	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	771		articStaccatissimoAbove								
39	39	153	153	0.0	1/4	1/4	StaffText	4/4	2	1	0							rinforz.							
39	39	153	153	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	772										
39	39	460/3	460/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	773										
39	39	461/3	461/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	774										
39	39	154	154	0.0	1/2	1/2	Spanner	4/4	2	1	0											5			
39	39	154	154	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	775							5			
39	39	463/3	463/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	776							5			
39	39	464/3	464/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	777							5			
39	39	155	155	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	778							5			
39	39	466/3	466/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	779							5			
39	39	467/3	467/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	780							5			
39	39	153	153	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12		1/8	2/3	781							5			
39	39	460/3	460/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12		1/8	2/3	782							5			
39	39	461/3	461/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12		1/8	2/3	783							5			
39	39	154	154	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12		1/8	2/3	784							5			
39	39	463/3	463/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12		1/8	2/3	785							5			
39	39	464/3	464/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12		1/8	2/3	786							5			
39	39	155	155	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12		1/8	2/3	787							5			
39	39	466/3	466/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12		1/8	2/3	788							5			
39	39	467/3	467/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12		1/8	2/3	789							5			
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	790		articStaccatissimoAbove								
40	40	631/4	631/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	791										
40	40	158	158	0.0	1/2	1/2	Spanner	4/4	1	1	0											6			
40	40	158	158	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	792							6			
