mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	Ottava:8vb
279	278	1121	1121	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4868													13, 35	
279	278	3365/3	3365/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4869													13, 35	
279	278	1122	1122	0.0	1/4	1/4	Spanner	4/4	1	1	0																	25	13, 35	
279	278	1122	1122	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4870												25	13, 35	
279	278	3368/3	3368/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4871												25	13, 35	
279	278	1123	1123	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4872												25	13, 35	
279	278	3371/3	3371/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4873												25	13, 35	
279	278	1124	1124	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4874												25	13, 35	
279	278	3373/3	3373/3	0.0	5/6	5/6	Spanner	4/4	1	1	0																		13, 35	
279	278	3374/3	3374/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4875													13, 35	
279	278	1121	1121	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
279	278	3364/3	3364/3	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6			1/4	2/3	4876														
279	278	3367/3	3367/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6			1/4	2/3	4877														
279	278	3370/3	3370/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6			1/4	2/3	4878														
279	278	3373/3	3373/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	4879														
280	279	1125	1125	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4880													13, 35	
280	279	3377/3	3377/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4881													13, 35	
280	279	1126	1126	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4882													13, 35	
280	279	3380/3	3380/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4883													13, 35	
280	279	1127	1127	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4884													13, 35	
280	279	3383/3	3383/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4885													13, 35	
280	279	1128	1128	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4886													13, 35	
280	279	3386/3	3386/3	0.0	11/12	11/12	Spanner	4/4	1	1	0																42		13, 35	
280	279	3386/3	3386/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4887											42		13, 35	
280	279	1125	1125	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
280	279	3376/3	3376/3	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6			1/4	2/3	4888														
280	279	3379/3	3379/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6			1/4	2/3	4889														
280	279	3382/3	3382/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6			1/4	2/3	4890														
280	279	3385/3	3385/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	4891														
281	280	1129	1129	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4892											42		13, 35	
281	280	3389/3	3389/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4893											42		13, 35	
281	280	1130	1130	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4894											42		13, 35	
281	280	3392/3	3392/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4895											42		13, 35	
281	280	1131	1131	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4896											42		13, 35	
281	280	3394/3	3394/3	0.0	7/12	7/12	Spanner	4/4	1	1	0																		13, 35	
281	280	3395/3	3395/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4897													13, 35	
281	280	1132	1132	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4898													13, 35	
281	280	3397/3	3397/3	0.0	5/6	5/6	Spanner	4/4	1	1	0																		13	
281	280	3398/3	3398/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4899													13	
281	280	1129	1129	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
281	280	3388/3	3388/3	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6			1/4	2/3	4900														
281	280	3391/3	3391/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6			1/4	2/3	4901														
281	280	3394/3	3394/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6			1/4	2/3	4902														
281	280	3397/3	3397/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	4903														
282	281	1133	1133	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4904													13	
282	281	3401/3	3401/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4905													13	
282	281	1134	1134	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4906													13	
282	281	3404/3	3404/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4907													13	
282	281	1135	1135	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4908													13	
282	281	3407/3	3407/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4909													13	
282	281	1136	1136	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4910													13	
282	281	3410/3	3410/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4911													13	
282	281	1133	1133	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
282	281	3400/3	3400/3	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6			1/4	2/3	4912														
282	281	3403/3	3403/3	0.0	1/3	1/3	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>piu dim."											
282	281	3403/3	3403/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6			1/4	2/3	4913														
282	281	1135	1135	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
282	281	3406/3	3406/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6			1/4	2/3	4914														
282	281	3409/3	3409/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	4915														
283	282	1137	1137	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4916													13	
283	282	3413/3	3413/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4917													13	
283	282	1138	1138	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4918													13	
283	282	3416/3	3416/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4919													13	
283	282	1139	1139	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4920													13	
283	282	3419/3	3419/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4921													13	
283	282	1140	1140	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4922													13	
283	282	1137	1137	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
283	282	3412/3	3412/3	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6			1/4	2/3	4923														
283	282	3415/3	3415/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6			1/4	2/3	4924														
283	282	1139	1139	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
283	282	3418/3	3418/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6			1/4	2/3	4925														
284	283	2289/2	2289/2	0.0	7/8	7/8	Dynamic	4/4	2	1	0						pp													
284	283	2289/2	2289/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4926		articStaccatoBelow												
285	284	4595/4	4595/4	0.0	15/16	15/16	Dynamic	4/4	1	1	0						ppp												13	
285	284	4595/4	4595/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	4927													13	
285	284	1145	1145	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	4928		articStaccatoBelow												
285	284	2293/2	2293/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	4929		articStaccatoAbove												
285	284	1147	1147	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4930		articStaccatoAbove												
285	284	4595/4	4595/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	4931														
286	285	1149	1149	3.75	0	0	Chord	4/4	1	1	15/16			1/2	15/8	4932													13	
286	285	4611/4	4611/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	4933													13	
286	285	1149	1149	3.75	0	0	Chord	4/4	2	1	15/16			1/2	15/8	4934														
286	285	4611/4	4611/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	4935														
287	286	1153	1153	3.75	0	0	Chord	4/4	1	1	15/16			1/2	15/8	4936													13	
287	286	4627/4	4627/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	4937													13	
287	286	1153	1153	3.75	0	0	Chord	4/4	2	1	15/16			1/2	15/8	4938														
287	286	4627/4	4627/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	4939														
288	287	1159	1159	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	4940													13	
288	287	1157	1157	4.0	0	0	Chord	4/4	1	2	1			1	1	4941													13	
288	287	1157	1157	4.0	0	0	Chord	4/4	2	1	1			1	1	4942														
289	288	1161	1161	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	4943													13	
289	288	1163	1163	0.0	1/2	1/2	Dynamic	4/4	1	1	0						ppp												13	
289	288	1163	1163	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	4944		articStaccatissimoAbove											13	
289	288	1161	1161	2.0	0	0	Chord	4/4	1	2	1/2			1/2	1	4945													13	
289	288	1161	1161	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	4946														
289	288	1163	1163	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	4947		articStaccatissimoBelow												
291	290	1169	1169	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""10.0453""/><font face=""Plantin MT Std""/><b>Andante</b>"										13	
291	290	1169	1169	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	1.0					13	
291	290	1169	1169	0.0	0	0	Spanner	4/4	1	1	0																		13, 36	
291	290	1169	1169	2.0	0	0	Chord	4/4	1	1	1/2		c32	1/2	1	4948													13, 36	
291	290	1169	1169	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	4949													13, 36	
291	290	1171	1171	2.0	1/2	1/2	Chord	4/4	1	1	1/2		c32	1/2	1	4950													13, 36	
291	290	1171	1171	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	4951													13, 36	
291	290	1169	1169	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
291	290	1169	1169	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>tremolando"											
291	290	1169	1169	0.0	0	0	Dynamic	4/4	2	1	0						pp													
291	290	1169	1169	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	4952		articTenutoAbove												
291	290	1171	1171	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
291	290	1171	1171	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	4953		articTenutoAbove												
292	291	1173	1173	2.0	0	0	Chord	4/4	1	1	1/2		c32	1/2	1	4954													13, 36	
292	291	1173	1173	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	4955													13, 36	
292	291	1175	1175	2.0	1/2	1/2	Chord	4/4	1	1	1/2		c32	1/2	1	4956													13, 36	
292	291	1175	1175	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	4957													13, 36	
292	291	1173	1173	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	4958														
292	291	1175	1175	0.0	1/2	1/2	Spanner	4/4	2	1	0															129				
292	291	1175	1175	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	4959		articTenutoAbove								129				
293	292	1177	1177	2.0	0	0	Chord	4/4	1	1	1/2		c32	1/2	1	4960													13, 36	
293	292	1177	1177	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	4961													13, 36	
293	292	1179	1179	1.0	1/2	1/2	Chord	4/4	1	1	1/4		c32	1/4	1	4962													13, 36	
293	292	1179	1179	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	4963													13, 36	
293	292	1180	1180	1.0	3/4	3/4	Chord	4/4	1	1	1/4		c32	1/4	1	4964													13, 36	
293	292	2361/2	2361/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																		13	
293	292	1180	1180	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	4965													13	
293	292	1177	1177	0.0	0	0	Spanner	4/4	2	1	0																			
293	292	1177	1177	4.0	0	0	Chord	4/4	2	1	1			1	1	4966		articTenutoAbove												
293	292	1177	1177	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	4967														
294	293	1181	1181	2.0	0	0	Chord	4/4	1	1	1/2		c32	1/2	1	4968													13	
294	293	1181	1181	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	4969													13	
294	293	1183	1183	2.0	1/2	1/2	Chord	4/4	1	1	1/2		c32	1/2	1	4970													13	
294	293	1183	1183	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	4971													13	
294	293	1181	1181	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
294	293	1181	1181	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	4972		articTenutoAbove												
294	293	1183	1183	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
294	293	1183	1183	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	4973		articTenutoAbove												
294	293	2369/2	2369/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	4974														
294	293	1181	1181	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	4975														
294	293	1183	1183	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	4976														
295	294	1185	1185	1.0	0	0	Chord	4/4	1	1	1/4		c32	1/4	1	4977													13	
295	294	1185	1185	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	4978													13	
295	294	1186	1186	1.0	1/4	1/4	Chord	4/4	1	1	1/4		c32	1/4	1	4979													13	
295	294	1186	1186	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	4980													13	
295	294	1187	1187	0.0	1/2	1/2	Spanner	4/4	1	1	0																		13, 37	
295	294	1187	1187	1.0	1/2	1/2	Chord	4/4	1	1	1/4		c32	1/4	1	4981													13, 37	
295	294	1187	1187	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	4982													13, 37	
295	294	1188	1188	1.0	3/4	3/4	Chord	4/4	1	1	1/4		c32	1/4	1	4983													13, 37	
295	294	1188	1188	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	4984													13, 37	
295	294	1185	1185	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
295	294	1185	1185	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	4985														
295	294	1186	1186	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	4986														
295	294	1187	1187	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	4987														
295	294	1188	1188	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	4988														
295	294	1186	1186	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	4989														
295	294	1187	1187	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	4990														
295	294	1188	1188	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	4991														
296	295	1189	1189	0.0	0	0	Spanner	33/32	1	1	0																43		13, 37	
296	295	1189	1189	0.5	0	0	Chord	33/32	1	1	1/8			1/8	1	4992											43		13, 37	
296	295	2379/2	2379/2	0.0	1/8	1/8	Spanner	33/32	1	1	0																43		13	
296	295	1190	1190	0.0	1/4	1/4	StaffText	33/32	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>marcato"								43		13	
296	295	2381/2	2381/2	0.5	3/8	3/8	Chord	33/32	1	1	1/8			1/8	1	4993									20		43		13	
296	295	1191	1191	0.5	1/2	1/2	Chord	33/32	1	1	1/8			1/8	1	4994									20		43		13	
296	295	2383/2	2383/2	0.5	5/8	5/8	Chord	33/32	1	1	1/8			1/8	1	4995									20		43		13	
296	295	1192	1192	0.0	3/4	3/4	Spanner	33/32	1	1	0														20				13	
296	295	1192	1192	0.875	3/4	3/4	Chord	33/32	1	1	7/32			1/8	7/4	4996									20				13	
296	295	9543/8	9543/8	0.0	31/32	31/32	StaffText	33/32	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>poco riten"						20				13	
296	295	9543/8	9543/8	0.125	31/32	31/32	Chord	33/32	1	1	1/32			1/32	1	4997									20				13	
296	295	1193	1193	0.125	1	1	Chord	33/32	1	1	1/32			1/32	1	4998													13	
296	295	1189	1189	0.0	0	0	Spanner	33/32	2	1	0															130				
296	295	1189	1189	3.5	0	0	Chord	33/32	2	1	7/8		c32	1/2	7/4	4999										130				
296	295	4763/4	4763/4	0.0	7/16	7/16	Spanner	33/32	2	1	0																			
296	295	1189	1189	3.5	0	0	Chord	33/32	2	1	7/8			1/2	7/4	5000														
296	295	2385/2	2385/2	0.125	7/8	7/8	Chord	33/32	2	1	1/32			1/32	1	5001														
296	295	9541/8	9541/8	0.125	29/32	29/32	Chord	33/32	2	1	1/32			1/32	1	5002														
296	295	4771/4	4771/4	0.125	15/16	15/16	Chord	33/32	2	1	1/32			1/32	1	5003														
296	295	9543/8	9543/8	0.125	31/32	31/32	Chord	33/32	2	1	1/32			1/32	1	5004														
297	296	9545/8	9545/8	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	5005													13	
297	296	9569/8	9569/8	0.0	3/4	3/4	Spanner	4/4	1	1	0																		13, 38	
297	296	9569/8	9569/8	1.0	3/4	3/4	Chord	4/4	1	1	1/4		c32	1/4	1	5006													13, 38	
297	296	9569/8	9569/8	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	5007													13, 38	
297	296	9545/8	9545/8	0.0	0	0	Spanner	4/4	2	1	0															131				
297	296	9545/8	9545/8	1.0	0	0	Chord	4/4	2	1	1/4		c32	1/4	1	5008										131				
297	296	9545/8	9545/8	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	5009										131				
297	296	9553/8	9553/8	1.0	1/4	1/4	Chord	4/4	2	1	1/4		c32	1/4	1	5010										131				
297	296	9553/8	9553/8	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	5011										131				
297	296	9561/8	9561/8	1.0	1/2	1/2	Chord	4/4	2	1	1/4		c32	1/4	1	5012										131				
297	296	9561/8	9561/8	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	5013										131				
297	296	9569/8	9569/8	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
297	296	9569/8	9569/8	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	5014														
297	296	9569/8	9569/8	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	5015														
298	297	9577/8	9577/8	2.0	0	0	Chord	4/4	1	1	1/2		c32	1/2	1	5016													13, 38	
298	297	9577/8	9577/8	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	5017													13, 38	
298	297	9593/8	9593/8	1.0	1/2	1/2	Chord	4/4	1	1	1/4		c32	1/4	1	5018													13, 38	
298	297	9593/8	9593/8	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	5019													13, 38	
298	297	9601/8	9601/8	1.0	3/4	3/4	Chord	4/4	1	1	1/4		c32	1/4	1	5020													13, 38	
298	297	9601/8	9601/8	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	5021													13, 38	
298	297	9577/8	9577/8	0.0	0	0	Spanner	4/4	2	1	0															132				
298	297	9577/8	9577/8	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	5022										132				
298	297	9593/8	9593/8	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	5023										132				
298	297	9601/8	9601/8	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
298	297	9601/8	9601/8	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	5024														
298	297	9577/8	9577/8	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	5025														
298	297	9593/8	9593/8	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	5026														
298	297	9601/8	9601/8	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	5027														
299	298	9609/8	9609/8	0.0	0	0	Spanner	4/4	1	1	0																44		13, 38	
299	298	9609/8	9609/8	1.0	0	0	Chord	4/4	1	1	1/4		c32	1/4	1	5028											44		13, 38	
299	298	9609/8	9609/8	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	5029											44		13, 38	
299	298	9617/8	9617/8	1.0	1/4	1/4	Chord	4/4	1	1	1/4		c32	1/4	1	5030											44		13, 38	
299	298	9617/8	9617/8	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	5031											44		13, 38	
299	298	9625/8	9625/8	1.0	1/2	1/2	Chord	4/4	1	1	1/4		c32	1/4	1	5032											44		13, 38	
299	298	9625/8	9625/8	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	5033											44		13, 38	
299	298	9633/8	9633/8	1.0	3/4	3/4	Chord	4/4	1	1	1/4		c32	1/4	1	5034											44		13, 38	
299	298	9637/8	9637/8	0.0	7/8	7/8	Spanner	4/4	1	1	0																		13, 38	
299	298	9633/8	9633/8	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	5035													13, 38	
299	298	9609/8	9609/8	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
299	298	9609/8	9609/8	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	5036														
299	298	9617/8	9617/8	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	5037														
299	298	9625/8	9625/8	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	5038														
299	298	9633/8	9633/8	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	5039														
299	298	9609/8	9609/8	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	5040														
299	298	9617/8	9617/8	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	5041														
299	298	9625/8	9625/8	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	5042														
299	298	9633/8	9633/8	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	5043														
300	299	9641/8	9641/8	0.5	0	0	Chord	33/32	1	1	1/8			1/8	1	5044													13, 38	
300	299	9645/8	9645/8	0.0	1/8	1/8	Spanner	33/32	1	1	0																		13	
300	299	9653/8	9653/8	0.5	3/8	3/8	Chord	33/32	1	1	1/8			1/8	1	5045									21				13	
300	299	9657/8	9657/8	0.5	1/2	1/2	Chord	33/32	1	1	1/8			1/8	1	5046									21				13	
300	299	9661/8	9661/8	0.0	5/8	5/8	StaffText	33/32	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>poco riten"						21				13	
300	299	9661/8	9661/8	0.5	5/8	5/8	Chord	33/32	1	1	1/8			1/8	1	5047									21				13	
300	299	9665/8	9665/8	0.875	3/4	3/4	Chord	33/32	1	1	7/32			1/8	7/4	5048		articAccentBelow							21				13	
300	299	1209	1209	0.125	31/32	31/32	Chord	33/32	1	1	1/32			1/32	1	5049									21				13	
300	299	9673/8	9673/8	0.125	1	1	Chord	33/32	1	1	1/32			1/32	1	5050													13	
300	299	9641/8	9641/8	0.0	0	0	StaffText	33/32	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>cresc."											
300	299	9641/8	9641/8	0.0	0	0	Spanner	33/32	2	1	0															133				
300	299	9641/8	9641/8	3.5	0	0	Chord	33/32	2	1	7/8		c32	1/2	7/4	5051										133				
300	299	9655/8	9655/8	0.0	7/16	7/16	Spanner	33/32	2	1	0																			
300	299	9641/8	9641/8	3.5	0	0	Chord	33/32	2	1	7/8			1/2	7/4	5052														
300	299	9669/8	9669/8	0.125	7/8	7/8	Chord	33/32	2	1	1/32			1/32	1	5053														
300	299	4835/4	4835/4	0.125	29/32	29/32	Chord	33/32	2	1	1/32			1/32	1	5054														
300	299	9671/8	9671/8	0.125	15/16	15/16	Chord	33/32	2	1	1/32			1/32	1	5055														
300	299	1209	1209	0.125	31/32	31/32	Chord	33/32	2	1	1/32			1/32	1	5056														
301	300	4837/4	4837/4	0.0	0	0	Dynamic	4/4	1	1	0						sf												13	
301	300	4837/4	4837/4	0.0	0	0	StaffText	4/4	1	1	0								 = 										13	
301	300	4837/4	4837/4	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	5057		articMarcatoStaccatoAbove											13	
301	300	4841/4	4841/4	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	5058													13	
301	300	14527/12	14527/12	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	5059													13	
301	300	14531/12	14531/12	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	5060													13	
301	300	4845/4	4845/4	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	5061													13	
