mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	Ottava:8vb
172	172	2060/3	2060/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12			1/8	2/3	2979														
172	172	687	687	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12			1/8	2/3	2980														
172	172	2062/3	2062/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12			1/8	2/3	2981														
172	172	2063/3	2063/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12			1/8	2/3	2982														
173	173	688	688	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	2983													13	
173	173	4129/6	4129/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	2984													13	
173	173	2065/3	2065/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	2985													13	
173	173	1377/2	1377/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	2986													13	
173	173	2066/3	2066/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	2987													13	
173	173	4133/6	4133/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	2988													13	
173	173	689	689	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	2989													13	
173	173	4135/6	4135/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	2990													13	
173	173	2068/3	2068/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	2991													13	
173	173	1379/2	1379/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	2992													13	
173	173	2069/3	2069/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	2993													13	
173	173	4139/6	4139/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	2994													13	
173	173	690	690	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	2995													13	
173	173	4141/6	4141/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	2996													13	
173	173	2071/3	2071/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	2997													13	
173	173	1381/2	1381/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	2998													13	
173	173	2072/3	2072/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	2999													13	
173	173	4145/6	4145/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	3000													13	
173	173	691	691	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	3001													13	
173	173	4147/6	4147/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	3002													13	
173	173	2074/3	2074/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	3003													13	
173	173	1383/2	1383/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	3004													13	
173	173	2075/3	2075/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	3005													13	
173	173	4151/6	4151/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	3006													13	
173	173	688	688	0.0	0	0	Spanner	4/4	2	1	0																			
173	173	688	688	0.0	0	0	Spanner	4/4	2	1	0																			
173	173	688	688	0.3333333333333333	0	0	Chord	4/4	2	1	1/12			1/8	2/3	3007														
173	173	2065/3	2065/3	1.0	1/12	1/12	Chord	4/4	2	1	1/4			1/4	1	3008		articAccentAbove												
173	173	2068/3	2068/3	1.0	1/3	1/3	Chord	4/4	2	1	1/4			1/4	1	3009		articAccentAbove												
173	173	2071/3	2071/3	1.0	7/12	7/12	Chord	4/4	2	1	1/4			1/4	1	3010		articAccentAbove												
173	173	2074/3	2074/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	3011		articAccentAbove												
173	173	688	688	0.3333333333333333	0	0	Chord	4/4	2	2	1/12			1/8	2/3	3012														
173	173	2065/3	2065/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12			1/8	2/3	3013														
173	173	2066/3	2066/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12			1/8	2/3	3014														
173	173	689	689	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12			1/8	2/3	3015														
173	173	2068/3	2068/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12			1/8	2/3	3016														
173	173	2069/3	2069/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12			1/8	2/3	3017														
173	173	690	690	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12			1/8	2/3	3018														
173	173	2071/3	2071/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12			1/8	2/3	3019														
173	173	2072/3	2072/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12			1/8	2/3	3020														
173	173	691	691	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12			1/8	2/3	3021														
173	173	2074/3	2074/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12			1/8	2/3	3022														
173	173	2075/3	2075/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12			1/8	2/3	3023														
174	174	692	692	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	3024													13	
174	174	4153/6	4153/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	3025													13	
174	174	2077/3	2077/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	3026													13	
174	174	1385/2	1385/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	3027													13	
174	174	2078/3	2078/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	3028													13	
174	174	4157/6	4157/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	3029													13	
174	174	693	693	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	3030													13	
174	174	4159/6	4159/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	3031													13	
174	174	2080/3	2080/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	3032													13	
174	174	1387/2	1387/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	3033													13	
174	174	2081/3	2081/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	3034													13	
174	174	4163/6	4163/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	3035													13	
174	174	694	694	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	3036													13	
174	174	4165/6	4165/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	3037													13	
174	174	2083/3	2083/3	0.0	7/12	7/12	Spanner	4/4	1	1	0																31		13	
174	174	2083/3	2083/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	3038											31		13	
174	174	1389/2	1389/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	3039											31		13	
174	174	2084/3	2084/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	3040											31		13	
174	174	4169/6	4169/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	3041											31		13	
174	174	695	695	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	3042											31		13	
174	174	4171/6	4171/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	3043											31		13	
174	174	2086/3	2086/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	3044											31		13	
174	174	1391/2	1391/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	3045											31		13	
174	174	2087/3	2087/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	3046											31		13	
174	174	4175/6	4175/6	0.0	23/24	23/24	Spanner	4/4	1	1	0																		13	
174	174	4175/6	4175/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	3047													13	
174	174	692	692	0.0	0	0	Spanner	4/4	2	1	0																			
174	174	692	692	0.0	0	0	Spanner	4/4	2	1	0																			
174	174	692	692	0.3333333333333333	0	0	Chord	4/4	2	1	1/12			1/8	2/3	3048														
174	174	2077/3	2077/3	1.0	1/12	1/12	Chord	4/4	2	1	1/4			1/4	1	3049		articAccentAbove												
174	174	2080/3	2080/3	1.0	1/3	1/3	Chord	4/4	2	1	1/4			1/4	1	3050		articAccentAbove												
174	174	2083/3	2083/3	1.0	7/12	7/12	Chord	4/4	2	1	1/4			1/4	1	3051		articAccentAbove												
174	174	2086/3	2086/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	3052		articAccentAbove												
174	174	692	692	0.3333333333333333	0	0	Chord	4/4	2	2	1/12			1/8	2/3	3053														
174	174	2077/3	2077/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12			1/8	2/3	3054														
174	174	2078/3	2078/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12			1/8	2/3	3055														
174	174	693	693	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12			1/8	2/3	3056														
174	174	2080/3	2080/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12			1/8	2/3	3057														
174	174	2081/3	2081/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12			1/8	2/3	3058														
174	174	694	694	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12			1/8	2/3	3059														
174	174	2083/3	2083/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12			1/8	2/3	3060														
174	174	2084/3	2084/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12			1/8	2/3	3061														
174	174	695	695	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12			1/8	2/3	3062														
174	174	2086/3	2086/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12			1/8	2/3	3063														
174	174	2087/3	2087/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12			1/8	2/3	3064														
175	175	696	696	0.0	0	0	Spanner	4/4	1	1	0																		13, 20	
175	175	696	696	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	3065		articAccentAbove											13, 20	
175	175	4177/6	4177/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	3066													13, 20	
175	175	2089/3	2089/3	0.0	1/12	1/12	StaffText	4/4	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>rinforz."										13, 20	
175	175	2089/3	2089/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	3067													13, 20	
175	175	1393/2	1393/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	3068													13, 20	
175	175	2090/3	2090/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	3069													13, 20	
175	175	4181/6	4181/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	3070													13, 20	
175	175	697	697	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	3071		articAccentAbove											13, 20	
175	175	4183/6	4183/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	3072													13, 20	
175	175	2092/3	2092/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	3073													13, 20	
175	175	1395/2	1395/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	3074													13, 20	
175	175	2093/3	2093/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	3075													13, 20	
175	175	4187/6	4187/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	3076													13, 20	
175	175	698	698	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	3077		articAccentBelow											13, 20	
175	175	4189/6	4189/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	3078													13, 20	
175	175	2095/3	2095/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	3079													13, 20	
175	175	1397/2	1397/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	3080													13, 20	
175	175	2096/3	2096/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	3081													13, 20	
175	175	4193/6	4193/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	3082													13, 20	
175	175	699	699	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	3083		articAccentBelow											13, 20	
175	175	4195/6	4195/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	3084													13, 20	
175	175	2098/3	2098/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	3085													13, 20	
175	175	1399/2	1399/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	3086													13, 20	
175	175	2099/3	2099/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	3087													13, 20	
175	175	4199/6	4199/6	0.0	23/24	23/24	Spanner	4/4	1	1	0																		13	
175	175	4199/6	4199/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	3088													13	
175	175	696	696	0.0	0	0	Spanner	4/4	2	1	0																			
175	175	696	696	0.0	0	0	Spanner	4/4	2	1	0																			
175	175	696	696	0.3333333333333333	0	0	Chord	4/4	2	1	1/12			1/8	2/3	3089														
175	175	2089/3	2089/3	1.0	1/12	1/12	Chord	4/4	2	1	1/4			1/4	1	3090		articAccentAbove												
175	175	2092/3	2092/3	1.0	1/3	1/3	Chord	4/4	2	1	1/4			1/4	1	3091		articAccentAbove												
175	175	2095/3	2095/3	1.0	7/12	7/12	Chord	4/4	2	1	1/4			1/4	1	3092		articAccentAbove												
175	175	2098/3	2098/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	3093		articAccentAbove												
175	175	696	696	0.3333333333333333	0	0	Chord	4/4	2	2	1/12			1/8	2/3	3094														
175	175	2089/3	2089/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12			1/8	2/3	3095														
175	175	2090/3	2090/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12			1/8	2/3	3096														
175	175	697	697	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12			1/8	2/3	3097														
175	175	2092/3	2092/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12			1/8	2/3	3098														
175	175	2093/3	2093/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12			1/8	2/3	3099														
175	175	698	698	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12			1/8	2/3	3100														
175	175	2095/3	2095/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12			1/8	2/3	3101														
175	175	2096/3	2096/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12			1/8	2/3	3102														
175	175	699	699	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12			1/8	2/3	3103														
175	175	2098/3	2098/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12			1/8	2/3	3104														
175	175	2099/3	2099/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12			1/8	2/3	3105														
176	176	700	700	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	3106		articAccentAbove											13	
176	176	4201/6	4201/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	3107													13	
176	176	2101/3	2101/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	3108													13	
176	176	1401/2	1401/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	3109													13	
176	176	2102/3	2102/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	3110													13	
176	176	4205/6	4205/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	3111													13	
176	176	701	701	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	3112		articAccentAbove											13	
176	176	4207/6	4207/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	3113													13	
176	176	2104/3	2104/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	3114													13	
176	176	1403/2	1403/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	3115													13	
176	176	2105/3	2105/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	3116													13	
176	176	4211/6	4211/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	3117													13	
176	176	702	702	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	3118		articAccentAbove											13	
176	176	4213/6	4213/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	3119													13	
176	176	2107/3	2107/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	3120													13	
176	176	1405/2	1405/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	3121													13	
176	176	2108/3	2108/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	3122													13	
176	176	4217/6	4217/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	3123													13	
176	176	703	703	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	3124		articAccentAbove											13	
176	176	4219/6	4219/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	3125													13	
176	176	2110/3	2110/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	3126													13	
176	176	1407/2	1407/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	3127													13	
176	176	2111/3	2111/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	3128													13	
176	176	4223/6	4223/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	3129													13	
176	176	700	700	0.0	0	0	Spanner	4/4	2	1	0																			
176	176	700	700	0.0	0	0	Spanner	4/4	2	1	0																			
176	176	700	700	0.3333333333333333	0	0	Chord	4/4	2	1	1/12			1/8	2/3	3130														
176	176	2101/3	2101/3	1.0	1/12	1/12	Chord	4/4	2	1	1/4			1/4	1	3131		articAccentAbove												
176	176	2104/3	2104/3	1.0	1/3	1/3	Chord	4/4	2	1	1/4			1/4	1	3132		articAccentAbove												
176	176	2107/3	2107/3	1.0	7/12	7/12	Chord	4/4	2	1	1/4			1/4	1	3133		articAccentAbove												
176	176	2110/3	2110/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	3134		articAccentAbove												
176	176	700	700	0.3333333333333333	0	0	Chord	4/4	2	2	1/12			1/8	2/3	3135														
176	176	2101/3	2101/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12			1/8	2/3	3136														
176	176	2102/3	2102/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12			1/8	2/3	3137														
176	176	701	701	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12			1/8	2/3	3138														
176	176	2104/3	2104/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12			1/8	2/3	3139														
176	176	2105/3	2105/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12			1/8	2/3	3140														
176	176	702	702	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12			1/8	2/3	3141														
176	176	2107/3	2107/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12			1/8	2/3	3142														
176	176	2108/3	2108/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12			1/8	2/3	3143														
176	176	703	703	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12			1/8	2/3	3144														
176	176	2110/3	2110/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12			1/8	2/3	3145														
176	176	2111/3	2111/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12			1/8	2/3	3146														
177	177	704	704	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	3147		articAccentAbove											13	
177	177	4225/6	4225/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	3148													13	
177	177	2113/3	2113/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	3149													13	
177	177	1409/2	1409/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	3150													13	
177	177	2114/3	2114/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	3151													13	
177	177	4229/6	4229/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	3152													13	
177	177	705	705	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	3153		articAccentAbove											13	
177	177	4231/6	4231/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	3154													13	
177	177	2116/3	2116/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	3155													13	
177	177	1411/2	1411/2	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24			1/16	2/3	3156													13	
177	177	2117/3	2117/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	3157													13	
177	177	4235/6	4235/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	3158													13	
177	177	706	706	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24			1/16	2/3	3159		articAccentAbove											13	
177	177	4237/6	4237/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	3160													13	
177	177	2119/3	2119/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	3161													13	
177	177	1413/2	1413/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	3162													13	
177	177	2120/3	2120/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	3163													13	
177	177	4241/6	4241/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	3164													13	
177	177	707	707	0.0	3/4	3/4	Spanner	4/4	1	1	0																32		13	
177	177	707	707	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	3165		articAccentAbove									32		13	
177	177	4243/6	4243/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	3166											32		13	
177	177	2122/3	2122/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	3167											32		13	
177	177	1415/2	1415/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	3168											32		13	
177	177	2123/3	2123/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	3169											32		13	
177	177	4247/6	4247/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	3170											32		13	
177	177	704	704	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
177	177	704	704	0.3333333333333333	0	0	Chord	4/4	2	1	1/12			1/8	2/3	3171														
177	177	2113/3	2113/3	1.0	1/12	1/12	Chord	4/4	2	1	1/4			1/4	1	3172		articAccentAbove												
177	177	2116/3	2116/3	1.0	1/3	1/3	Chord	4/4	2	1	1/4			1/4	1	3173		articAccentAbove												
177	177	2119/3	2119/3	1.0	7/12	7/12	Chord	4/4	2	1	1/4			1/4	1	3174		articAccentAbove												
177	177	2122/3	2122/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	3175		articAccentAbove												
177	177	704	704	0.3333333333333333	0	0	Chord	4/4	2	2	1/12			1/8	2/3	3176														
177	177	2113/3	2113/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12			1/8	2/3	3177														
177	177	2114/3	2114/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12			1/8	2/3	3178														
177	177	705	705	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12			1/8	2/3	3179														
177	177	2116/3	2116/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12			1/8	2/3	3180														
177	177	2117/3	2117/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12			1/8	2/3	3181														
177	177	706	706	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12			1/8	2/3	3182														
177	177	2119/3	2119/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12			1/8	2/3	3183														
177	177	2120/3	2120/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12			1/8	2/3	3184														
177	177	707	707	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12			1/8	2/3	3185														
177	177	2122/3	2122/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12			1/8	2/3	3186														
177	177	2123/3	2123/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12			1/8	2/3	3187														
178	178	708	708	0.16666666666666666	0	0	Chord	17/4	1	1	1/24			1/16	2/3	3188											32		13	
178	178	4249/6	4249/6	0.16666666666666666	1/24	1/24	Chord	17/4	1	1	1/24			1/16	2/3	3189											32		13	
178	178	2125/3	2125/3	0.16666666666666666	1/12	1/12	Chord	17/4	1	1	1/24			1/16	2/3	3190											32		13	
178	178	1417/2	1417/2	0.16666666666666666	1/8	1/8	Chord	17/4	1	1	1/24			1/16	2/3	3191											32		13	
178	178	2126/3	2126/3	0.0	1/6	1/6	Spanner	17/4	1	1	0																		13	
178	178	2126/3	2126/3	0.16666666666666666	1/6	1/6	Chord	17/4	1	1	1/24			1/16	2/3	3192													13	
178	178	4253/6	4253/6	0.0	5/24	5/24	Dynamic	17/4	1	1	0						ff												13	
178	178	4253/6	4253/6	0.16666666666666666	5/24	5/24	Chord	17/4	1	1	1/24			1/16	2/3	3193													13	
178	178	709	709	0.0	1/4	1/4	StaffText	17/4	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>quasi cadenza"										13	
178	178	709	709	0.16666666666666666	1/4	1/4	Chord	17/4	1	1	1/24			1/16	2/3	3194		articMarcatoAbove											13	
178	178	4255/6	4255/6	0.16666666666666666	7/24	7/24	Chord	17/4	1	1	1/24			1/16	2/3	3195													13	
178	178	2128/3	2128/3	0.16666666666666666	1/3	1/3	Chord	17/4	1	1	1/24			1/16	2/3	3196													13	
