mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Ottava:8va
56	56	411/2	411/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	747				118				
56	56	206	206	0.0	1/2	1/2	Chord	6/8	2	1	0	acciaccatura	1/8	1	748				118				
56	56	206	206	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	749				118				
56	56	413/2	413/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	750								
56	56	204	204	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	751								
56	56	411/2	411/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	752								
57	57	207	207	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""12""/>rinforzando e più appassionato"					
57	57	207	207	0.0	0	0	Spanner	6/8	1	1	0												
57	57	207	207	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	753				119				
57	57	831/4	831/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	754				119				
57	57	208	208	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	755								
57	57	417/2	417/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	756		articAccentAbove		120				
57	57	419/2	419/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	757								
57	57	829/4	829/4	0.5	1/16	1/16	Chord	6/8	1	2	1/8		1/8	1	758								
57	57	833/4	833/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	759								
57	57	835/4	835/4	0.5	7/16	7/16	Chord	6/8	1	2	1/8		1/8	1	760								
57	57	837/4	837/4	0.5	9/16	9/16	Chord	6/8	1	2	1/8		1/8	1	761								
57	57	839/4	839/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	762								
57	57	207	207	0.0	0	0	Spanner	6/8	2	1	0									11			
57	57	207	207	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	763					11			
57	57	829/4	829/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	764					11			
57	57	415/2	415/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	765					11			
57	57	831/4	831/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	766					11			
57	57	208	208	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	767					11			
57	57	417/2	417/2	0.0	3/8	3/8	Spanner	6/8	2	1	0												
57	57	417/2	417/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	768		articAccentAbove		121				
57	57	837/4	837/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	769				121				
57	57	419/2	419/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	770								
57	57	839/4	839/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	771								
57	57	417/2	417/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	772								
58	58	210	210	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	773								
58	58	843/4	843/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	774								
58	58	211	211	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	775								
58	58	423/2	423/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	776		articAccentAbove		122				
58	58	425/2	425/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	777								
58	58	841/4	841/4	0.5	1/16	1/16	Chord	6/8	1	2	1/8		1/8	1	778								
58	58	845/4	845/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	779								
58	58	847/4	847/4	0.5	7/16	7/16	Chord	6/8	1	2	1/8		1/8	1	780								
58	58	849/4	849/4	0.5	9/16	9/16	Chord	6/8	1	2	1/8		1/8	1	781								
58	58	851/4	851/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	782								
58	58	210	210	0.0	0	0	Spanner	6/8	2	1	0									12			
58	58	210	210	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	783					12			
58	58	841/4	841/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	784					12			
58	58	421/2	421/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	785					12			
58	58	843/4	843/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	786					12			
58	58	211	211	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	787					12			
58	58	423/2	423/2	0.0	3/8	3/8	Spanner	6/8	2	1	0												
58	58	423/2	423/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	788		articAccentAbove		123				
58	58	849/4	849/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	789				123				
58	58	425/2	425/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	790								
58	58	851/4	851/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	791								
58	58	423/2	423/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	792								
59	59	213	213	0.0	0	0	StaffText	6/8	2	1	0							rinforz.					
59	59	213	213	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	793		articAccentAbove		124				
59	59	855/4	855/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	794				124				
59	59	214	214	0.0	1/4	1/4	Spanner	6/8	2	1	0											5	
59	59	214	214	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	795							5	
59	59	429/2	429/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	796		articStaccatoAbove		125			5	
59	59	215	215	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	797		articStaccatoAbove		125			5	
59	59	431/2	431/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	798		articStaccatoAbove					5	
60	60	437/2	437/2	0.0	5/8	5/8	StaffText	6/8	1	1	0							Più lento					
60	60	437/2	437/2	0.0	5/8	5/8	StaffText	6/8	1	1	0							dolcissimo					
60	60	437/2	437/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	799		articAccentBelow		126				
60	60	216	216	0.0	0	0	Spanner	6/8	2	1	0												
60	60	216	216	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	800		articAccentAbove		127				
60	60	217	217	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	801								
60	60	437/2	437/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	802				128				
61	61	219	219	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	803		articStaccatoBelow		129				
61	61	439/2	439/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	804		articStaccatoBelow		129				
61	61	220	220	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	805		articStaccatoBelow						
61	61	441/2	441/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	806								
61	61	443/2	443/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	807								
61	61	441/2	441/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	808								
61	61	443/2	443/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	809								
61	61	219	219	0.25	0	0	Chord	6/8	2	2	1/16		1/16	1	810								
61	61	877/4	877/4	0.25	1/16	1/16	Chord	6/8	2	2	1/16		1/16	1	811								
61	61	439/2	439/2	0.25	1/8	1/8	Chord	6/8	2	2	1/16		1/16	1	812								
61	61	879/4	879/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16		1/16	1	813								
61	61	220	220	0.25	1/4	1/4	Chord	6/8	2	2	1/16		1/16	1	814								
61	61	881/4	881/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16		1/16	1	815								
61	61	441/2	441/2	0.25	3/8	3/8	Chord	6/8	2	2	1/16		1/16	1	816								
61	61	883/4	883/4	0.25	7/16	7/16	Chord	6/8	2	2	1/16		1/16	1	817								
61	61	221	221	0.25	1/2	1/2	Chord	6/8	2	2	1/16		1/16	1	818								
61	61	885/4	885/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16		1/16	1	819								
61	61	443/2	443/2	0.25	5/8	5/8	Chord	6/8	2	2	1/16		1/16	1	820								
61	61	887/4	887/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16		1/16	1	821								
62	62	222	222	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	822				130				
62	62	445/2	445/2	0.75	1/8	1/8	Chord	6/8	1	1	3/16		1/8	3/2	823				130				
62	62	893/4	893/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	824								
62	62	447/2	447/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	825								
62	62	222	222	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	826								
62	62	447/2	447/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	827								
62	62	222	222	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	828				131				
62	62	445/2	445/2	0.75	1/8	1/8	Chord	6/8	2	1	3/16		1/8	3/2	829				131				
62	62	893/4	893/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	830								
62	62	447/2	447/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	831								
62	62	222	222	0.25	0	0	Chord	6/8	2	2	1/16		1/16	1	832								
62	62	889/4	889/4	0.25	1/16	1/16	Chord	6/8	2	2	1/16		1/16	1	833								
62	62	445/2	445/2	0.25	1/8	1/8	Chord	6/8	2	2	1/16		1/16	1	834								
62	62	891/4	891/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16		1/16	1	835								
62	62	223	223	0.25	1/4	1/4	Chord	6/8	2	2	1/16		1/16	1	836								
62	62	893/4	893/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16		1/16	1	837								
62	62	447/2	447/2	0.25	3/8	3/8	Chord	6/8	2	2	1/16		1/16	1	838								
62	62	895/4	895/4	0.25	7/16	7/16	Chord	6/8	2	2	1/16		1/16	1	839								
62	62	224	224	0.25	1/2	1/2	Chord	6/8	2	2	1/16		1/16	1	840								
62	62	897/4	897/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16		1/16	1	841								
62	62	449/2	449/2	0.25	5/8	5/8	Chord	6/8	2	2	1/16		1/16	1	842								
62	62	899/4	899/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16		1/16	1	843								
63	63	225	225	0.0	0	0	Spanner	6/8	1	1	0										1		
63	63	225	225	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	844		articStaccatoBelow		132		1		
63	63	451/2	451/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	845		articStaccatoBelow		132		1		
63	63	226	226	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	846		articStaccatoBelow				1		
63	63	453/2	453/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	847						1		
63	63	455/2	455/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	848						1		
63	63	225	225	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	849								
63	63	451/2	451/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	850								
63	63	226	226	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	851								
63	63	453/2	453/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	852								
63	63	455/2	455/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	853								
63	63	225	225	0.25	0	0	Chord	6/8	2	2	1/16		1/16	1	854								
63	63	901/4	901/4	0.25	1/16	1/16	Chord	6/8	2	2	1/16		1/16	1	855								
63	63	451/2	451/2	0.25	1/8	1/8	Chord	6/8	2	2	1/16		1/16	1	856								
63	63	903/4	903/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16		1/16	1	857								
63	63	226	226	0.25	1/4	1/4	Chord	6/8	2	2	1/16		1/16	1	858								
63	63	905/4	905/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16		1/16	1	859								
63	63	453/2	453/2	0.25	3/8	3/8	Chord	6/8	2	2	1/16		1/16	1	860								
63	63	907/4	907/4	0.25	7/16	7/16	Chord	6/8	2	2	1/16		1/16	1	861								
63	63	227	227	0.25	1/2	1/2	Chord	6/8	2	2	1/16		1/16	1	862								
63	63	909/4	909/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16		1/16	1	863								
63	63	455/2	455/2	0.25	5/8	5/8	Chord	6/8	2	2	1/16		1/16	1	864								
63	63	911/4	911/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16		1/16	1	865								
64	64	228	228	0.0	0	0	Spanner	6/8	1	1	0												
64	64	228	228	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	866				133				
64	64	457/2	457/2	0.0	1/8	1/8	Chord	6/8	1	1	0	grace16	1/16	1	867								
64	64	457/2	457/2	0.0	1/8	1/8	Chord	6/8	1	1	0	grace16	1/16	1	868								
64	64	457/2	457/2	0.0	1/8	1/8	Chord	6/8	1	1	0	grace16	1/16	1	869								
64	64	457/2	457/2	0.0	1/8	1/8	Chord	6/8	1	1	0	grace16	1/16	1	870								
64	64	457/2	457/2	0.75	1/8	1/8	Chord	6/8	1	1	3/16		1/8	3/2	871		articMarcatoAbove		134				
64	64	917/4	917/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	872				134				
64	64	459/2	459/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							dim.	134				
64	64	459/2	459/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	873				134				
64	64	919/4	919/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	874				134				
64	64	230	230	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	875				134				
64	64	921/4	921/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	876				134				
64	64	461/2	461/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	877				134				
64	64	923/4	923/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	878								
64	64	228	228	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	879								
64	64	228	228	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	880								
65	65	231	231	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	881		articAccentBelow		135				
65	65	927/4	927/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	882				135				
65	65	232	232	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	883				135				
65	65	929/4	929/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	884				135				
65	65	465/2	465/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	885				135				
65	65	931/4	931/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	886				135				
65	65	233	233	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	887				135				
65	65	933/4	933/4	0.5	9/16	9/16	Chord	6/8	1	1	1/8		1/8	1	888				135				
65	65	935/4	935/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	889								
65	65	467/2	467/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	890								
65	65	467/2	467/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	891								
66	66	234	234	0.0	0	0	Dynamic	4/4	1	1	0					p							
66	66	234	234	0.0	0	0	StaffText	4/4	1	1	0							Lento					
66	66	234	234	4.0	0	0	Chord	4/4	1	1	1		1	1	892				136				
66	66	234	234	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	893				137				
66	66	235	235	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	894				137				
66	66	471/2	471/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	895				137				
66	66	236	236	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	896								
67	67	238	238	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	897		articAccentBelow						
67	67	239	239	3.0	1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	898								
67	67	238	238	4.0	0	0	Chord	4/4	1	2	1		1	1	899								
67	67	238	238	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	900		articAccentBelow		138				
67	67	239	239	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	901				138				
67	67	479/2	479/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	902				138				
67	67	240	240	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	903								
68	68	242	242	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	904		articAccentBelow						
68	68	243	243	3.0	1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	905								
68	68	242	242	4.0	0	0	Chord	4/4	1	2	1		1	1	906								
68	68	242	242	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	907		articAccentBelow		139				
68	68	243	243	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	908				139				
68	68	487/2	487/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	909				139				
68	68	244	244	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	910								
69	69	247	247	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	911				140				
69	69	249	249	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	912				140				
69	69	247	247	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	913				141				
69	69	249	249	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	914				141				
70	70	250	250	4.0	0	0	Chord	4/4	1	1	1		1	1	915								
70	70	250	250	4.0	0	0	Chord	4/4	2	1	1		1	1	916								
