mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_poco rall.	TextLine_rall.	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line	Ottava:8va
17	17	195/2	195/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	607				4								6
17	17	98	98	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	608												6
17	17	99	99	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	609				5								6
17	17	199/2	199/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	610												6
17	17	201/2	201/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	611				6								6
17	17	101	101	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	612												6
17	17	193/2	193/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	613				7								
17	17	387/4	387/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	614				7								
17	17	97	97	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	615				7								
17	17	389/4	389/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	616				7								
17	17	195/2	195/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	617				7								
17	17	391/4	391/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	618				7								
17	17	98	98	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	619				7								
17	17	393/4	393/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	620				7								
17	17	197/2	197/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	621				7								
17	17	395/4	395/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	622				7								
17	17	99	99	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	623				7								
17	17	397/4	397/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	624				7								
17	17	199/2	199/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	625				7								
17	17	399/4	399/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	626				7								
17	17	100	100	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	627				7								
17	17	401/4	401/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	628				7								
17	17	201/2	201/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	629				7								
17	17	403/4	403/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	630				7								
17	17	101	101	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	631				7								
17	17	405/4	405/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	632				7								
17	17	203/2	203/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	633												
17	17	96	96	6.0	0	0	Chord	12/8	2	2	3/2	1	3/2	634												
18	18	102	102	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	635				8								6
18	18	205/2	205/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	636												6
18	18	103	103	0.0	1/4	1/4	Spanner	12/8	1	1	0															
18	18	103	103	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	637												
18	18	207/2	207/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	638												
18	18	209/2	209/2	0.0	5/8	5/8	Spanner	12/8	1	1	0															7
18	18	209/2	209/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	639		articStaccatissimoBelow										7
18	18	105	105	0.0	3/4	3/4	Spanner	12/8	1	1	0															
18	18	105	105	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	640												
18	18	106	106	0.0	1	1	Spanner	12/8	1	1	0															8
18	18	106	106	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	641		articStaccatissimoBelow										8
18	18	213/2	213/2	0.0	9/8	9/8	Spanner	12/8	1	1	0															
18	18	213/2	213/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	642				9								
18	18	107	107	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	643												
18	18	215/2	215/2	0.0	11/8	11/8	Spanner	12/8	1	1	0															9
18	18	215/2	215/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	644		articStaccatissimoBelow										9
18	18	102	102	1.0	0	0	Chord	12/8	1	2	1/4	1/4	1	645												9
18	18	207/2	207/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	646				10								9
18	18	104	104	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	647												9
18	18	105	105	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	648				11								9
18	18	211/2	211/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	649												9
18	18	213/2	213/2	1.0	9/8	9/8	Chord	12/8	1	2	1/4	1/4	1	650		articAccentBelow										9
18	18	205/2	205/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	651				12								
18	18	411/4	411/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	652				12								
18	18	103	103	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	653				12								
18	18	413/4	413/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	654				12								
18	18	207/2	207/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	655				12								
18	18	415/4	415/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	656				12								
18	18	104	104	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	657				12								
18	18	417/4	417/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	658				12								
18	18	209/2	209/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	659				12								
18	18	419/4	419/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	660				12								
18	18	105	105	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	661				12								
18	18	421/4	421/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	662				12								
18	18	211/2	211/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	663				12								
18	18	423/4	423/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	664				12								
18	18	106	106	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	665				12								
18	18	425/4	425/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	666				12								
18	18	213/2	213/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	667				12								
18	18	427/4	427/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	668				12								
18	18	107	107	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	669				12								
18	18	429/4	429/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	670				12								
18	18	215/2	215/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	671												
18	18	102	102	6.0	0	0	Chord	12/8	2	2	3/2	1	3/2	672												
19	19	108	108	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	673												9
19	19	109	109	0.0	1/4	1/4	Spanner	12/8	1	1	0															
19	19	109	109	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	674												
19	19	219/2	219/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	675												
19	19	221/2	221/2	0.0	5/8	5/8	Spanner	12/8	1	1	0															10
19	19	221/2	221/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	676		articStaccatissimoBelow										10
19	19	111	111	0.0	3/4	3/4	Spanner	12/8	1	1	0															
19	19	111	111	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	677												
19	19	112	112	0.0	1	1	Spanner	12/8	1	1	0															11
19	19	112	112	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	678		articStaccatissimoBelow										11
19	19	225/2	225/2	0.0	9/8	9/8	Spanner	12/8	1	1	0															
19	19	225/2	225/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	679												
19	19	227/2	227/2	0.0	11/8	11/8	Spanner	12/8	1	1	0															12
19	19	227/2	227/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	680		articStaccatissimoBelow										12
19	19	219/2	219/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	681				13								12
19	19	110	110	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	682												12
19	19	111	111	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	683				14								12
19	19	223/2	223/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	684												12
19	19	225/2	225/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	685				15								12
19	19	113	113	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	686												12
19	19	217/2	217/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	687				16								
19	19	435/4	435/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	688				16								
19	19	109	109	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	689				16								
19	19	437/4	437/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	690				16								
19	19	219/2	219/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	691				16								
19	19	439/4	439/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	692				16								
19	19	110	110	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	693				16								
19	19	441/4	441/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	694				16								
19	19	221/2	221/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	695				16								
19	19	443/4	443/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	696				16								
19	19	111	111	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	697				16								
19	19	445/4	445/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	698				16								
19	19	223/2	223/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	699				16								
19	19	447/4	447/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	700				16								
19	19	112	112	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	701				16								
19	19	449/4	449/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	702				16								
19	19	225/2	225/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	703				16								
19	19	451/4	451/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	704				16								
19	19	113	113	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	705				16								
19	19	453/4	453/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	706				16								
19	19	227/2	227/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	707												
19	19	108	108	6.0	0	0	Chord	12/8	2	2	3/2	1	3/2	708												
20	20	114	114	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	709				17								12
20	20	229/2	229/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	710												12
20	20	115	115	0.0	1/4	1/4	Spanner	12/8	1	1	0															
20	20	115	115	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	711												
20	20	231/2	231/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	712												
20	20	233/2	233/2	0.0	5/8	5/8	Spanner	12/8	1	1	0															13
20	20	233/2	233/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	713		articStaccatissimoBelow										13
20	20	117	117	0.0	3/4	3/4	Spanner	12/8	1	1	0															
20	20	117	117	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	714												
20	20	118	118	0.0	1	1	Spanner	12/8	1	1	0															14
20	20	118	118	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	715		articStaccatissimoBelow										14
20	20	237/2	237/2	0.0	9/8	9/8	Spanner	12/8	1	1	0															
20	20	237/2	237/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	716												
20	20	239/2	239/2	0.0	11/8	11/8	Spanner	12/8	1	1	0															15
20	20	239/2	239/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	717		articStaccatissimoBelow										15
20	20	114	114	1.0	0	0	Chord	12/8	1	2	1/4	1/4	1	718												15
20	20	231/2	231/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	719				18								15
20	20	116	116	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	720												15
20	20	117	117	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	721				19								15
20	20	235/2	235/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	722												15
20	20	237/2	237/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	723				20								15
20	20	119	119	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	724												15
20	20	229/2	229/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	725				21								
20	20	459/4	459/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	726				21								
20	20	115	115	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	727				21								
20	20	461/4	461/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	728				21								
20	20	231/2	231/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	729				21								
20	20	463/4	463/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	730				21								
20	20	116	116	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	731				21								
20	20	465/4	465/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	732				21								
20	20	233/2	233/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	733				21								
20	20	467/4	467/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	734				21								
20	20	117	117	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	735				21								
20	20	469/4	469/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	736				21								
20	20	235/2	235/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	737				21								
20	20	471/4	471/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	738				21								
20	20	118	118	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	739				21								
20	20	473/4	473/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	740				21								
20	20	237/2	237/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	741				21								
20	20	475/4	475/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	742				21								
20	20	119	119	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	743				21								
20	20	477/4	477/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	744				21								
20	20	239/2	239/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	745												
20	20	114	114	6.0	0	0	Chord	12/8	2	2	3/2	1	3/2	746												
21	21	120	120	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	747												15
21	21	121	121	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	748												15
21	21	243/2	243/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	749												15
21	21	123	123	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	750												15
21	21	124	124	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	751												15
21	21	249/2	249/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	752												15
21	21	243/2	243/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	753		articAccentBelow		22								15
21	21	122	122	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	754												15
21	21	245/2	245/2	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	755												15
21	21	249/2	249/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	756		articAccentBelow		23								15
21	21	125	125	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	757												15
21	21	251/2	251/2	0.5	11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	758												15
21	21	120	120	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	759												
21	21	241/2	241/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	760				24								
21	21	483/4	483/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	761				24								
21	21	121	121	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	762				24								
21	21	485/4	485/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	763												
21	21	243/2	243/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	764												
21	21	122	122	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	765				25								
21	21	489/4	489/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	766				25								
21	21	245/2	245/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	767				25								
21	21	491/4	491/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	768												
21	21	123	123	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	769												
21	21	247/2	247/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	770				26								
21	21	495/4	495/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	771				26								
21	21	124	124	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	772				26								
21	21	497/4	497/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	773												
21	21	249/2	249/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	774												
21	21	125	125	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	775				27								
21	21	501/4	501/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	776				27								
21	21	251/2	251/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	777				27								
21	21	503/4	503/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	778												
22	22	126	126	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	779												15
22	22	127	127	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	780												15
22	22	255/2	255/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	781												15
22	22	129	129	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	782												15
22	22	261/2	261/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	783												15
22	22	255/2	255/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	784		articAccentBelow		28								15
22	22	128	128	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	785												15
22	22	257/2	257/2	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	786												15
22	22	129	129	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	787		articAccentBelow		29								15
22	22	259/2	259/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	788												15
22	22	130	130	0.5	1	1	Chord	12/8	1	2	1/8	1/8	1	789												15
22	22	261/2	261/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	790		articAccentBelow		30								15
22	22	131	131	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	791												15
22	22	263/2	263/2	0.5	11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	792												15
22	22	126	126	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	793												
22	22	253/2	253/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	794				31								
22	22	507/4	507/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	795				31								
22	22	127	127	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	796				31								
22	22	509/4	509/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	797												
22	22	255/2	255/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	798												
22	22	128	128	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	799				32								
22	22	513/4	513/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	800				32								
22	22	257/2	257/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	801				32								
22	22	515/4	515/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	802												
22	22	129	129	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	803												
22	22	259/2	259/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	804				33								
22	22	519/4	519/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	805				33								
22	22	130	130	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	806				33								
22	22	521/4	521/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	807												
22	22	261/2	261/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	808												
22	22	131	131	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	809				34								
22	22	525/4	525/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	810				34								
22	22	263/2	263/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	811				34								
22	22	527/4	527/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	812												
23	23	132	132	1.5	0	0	Chord	12/8	1	1	3/8	1/4	3/2	813												15
23	23	134	134	0.0	1/2	1/2	Dynamic	12/8	1	1	0				pp											15
23	23	134	134	0.0	1/2	1/2	StaffText	12/8	1	1	0						egualmente									15
23	23	134	134	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	814												15
23	23	537/4	537/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	815												15
23	23	269/2	269/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	816												15
23	23	539/4	539/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	817												15
23	23	135	135	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	818												15
23	23	541/4	541/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	819												15
23	23	271/2	271/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	820												15
23	23	543/4	543/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	821												15
23	23	136	136	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	822												15
23	23	545/4	545/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	823												15
23	23	273/2	273/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	824												15
23	23	547/4	547/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	825												15
23	23	137	137	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	826												15
23	23	549/4	549/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	827												15
23	23	275/2	275/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	828												15
23	23	551/4	551/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	829												15
23	23	265/2	265/2	0.25	1/8	1/8	Chord	12/8	1	2	1/16	1/16	1	830												15
23	23	531/4	531/4	0.25	3/16	3/16	Chord	12/8	1	2	1/16	1/16	1	831												15
23	23	133	133	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	832												15
23	23	533/4	533/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	833												15
23	23	267/2	267/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	834												15
23	23	535/4	535/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	835												15
23	23	134	134	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	836												15
23	23	537/4	537/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	837												15
23	23	269/2	269/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	838												15
23	23	539/4	539/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	839												15
23	23	135	135	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	840												15
23	23	541/4	541/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	841												15
23	23	271/2	271/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	842												15
23	23	543/4	543/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	843												15
23	23	136	136	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	844												15
23	23	545/4	545/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	845												15
23	23	273/2	273/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	846												15
23	23	547/4	547/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	847												15
23	23	137	137	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	848												15
23	23	549/4	549/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	849												15
23	23	275/2	275/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	850												15
23	23	551/4	551/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	851												15
23	23	132	132	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	852												
24	24	138	138	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	853												15
24	24	553/4	553/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	854												15
24	24	277/2	277/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	855												15
24	24	555/4	555/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	856												15
24	24	139	139	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	857												15
24	24	557/4	557/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	858												15
24	24	279/2	279/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	859												15
24	24	559/4	559/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	860												15
24	24	140	140	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	861												15
24	24	561/4	561/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	862												15
24	24	281/2	281/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	863												15
24	24	563/4	563/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	864												15
24	24	141	141	0.0	3/4	3/4	Spanner	12/8	1	1	0															
24	24	141	141	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	865												
24	24	565/4	565/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	866												
24	24	283/2	283/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	867												
24	24	567/4	567/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	868												
24	24	142	142	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	869												
24	24	569/4	569/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	870												
24	24	285/2	285/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	871												
