mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_poco rall.	TextLine_rall.	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line	Ottava:8va
48	48	573/2	573/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	1894		articAccentBelow										
49	49	288	288	0.0	0	0	Dynamic	12/8	1	1	0				sf											25
49	49	288	288	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1895												25
49	49	1153/4	1153/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1896												25
49	49	577/2	577/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1897												25
49	49	1155/4	1155/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1898												25
49	49	289	289	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1899												25
49	49	1157/4	1157/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1900												25
49	49	579/2	579/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1901												25
49	49	1159/4	1159/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1902												25
49	49	290	290	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1903												25
49	49	1161/4	1161/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1904												25
49	49	581/2	581/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1905												25
49	49	1163/4	1163/4	0.0	11/16	11/16	Spanner	12/8	1	1	0												9			25
49	49	1163/4	1163/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1906									9			25
49	49	291	291	0.0	3/4	3/4	Spanner	12/8	1	1	0												9			
49	49	291	291	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1907									9			
49	49	1165/4	1165/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1908									9			
49	49	583/2	583/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1909									9			
49	49	1167/4	1167/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1910									9			
49	49	292	292	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1911									9			
49	49	1169/4	1169/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1912									9			
49	49	585/2	585/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1913									9			
49	49	1171/4	1171/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1914									9			
49	49	293	293	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1915									9			
49	49	1173/4	1173/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1916									9			
49	49	587/2	587/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1917									9			
49	49	1175/4	1175/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1918									9			
49	49	288	288	1.0	0	0	Chord	12/8	2	1	1/4	1/4	1	1919												
50	50	294	294	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1920									9			
50	50	1177/4	1177/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1921									9			
50	50	589/2	589/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1922									9			
50	50	1179/4	1179/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1923									9			
50	50	295	295	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1924									9			
50	50	1181/4	1181/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1925									9			
50	50	591/2	591/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1926									9			
50	50	1183/4	1183/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1927									9			
50	50	296	296	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1928									9			
50	50	1185/4	1185/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1929									9			
50	50	593/2	593/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1930									9			
50	50	1187/4	1187/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1931									9			
50	50	297	297	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1932									9			
50	50	1189/4	1189/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1933									9			
50	50	595/2	595/2	0.0	7/8	7/8	Spanner	12/8	1	1	0															
50	50	595/2	595/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1934												
50	50	1191/4	1191/4	0.0	15/16	15/16	Spanner	12/8	1	1	0											0				
50	50	1191/4	1191/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1935								0				
50	50	298	298	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1936								0				
50	50	1193/4	1193/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1937								0				
50	50	597/2	597/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1938								0				
50	50	1195/4	1195/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1939								0				
50	50	299	299	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1940								0				
50	50	1197/4	1197/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1941								0				
50	50	599/2	599/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1942								0				
50	50	1199/4	1199/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1943								0				
51	51	300	300	0.0	0	0	Dynamic	12/8	1	1	0				p											
51	51	300	300	0.0	0	0	Spanner	12/8	1	1	0															
51	51	301	301	0.0	1/4	1/4	StaffText	12/8	1	1	0						tranquillo									
51	51	301	301	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1944												
51	51	603/2	603/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	1945												
51	51	605/2	605/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1946		articStaccatissimoBelow										
51	51	303	303	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	1947												
51	51	304	304	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1948		articStaccatissimoBelow										
51	51	609/2	609/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	1949												
51	51	611/2	611/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1950		articStaccatissimoBelow										
51	51	603/2	603/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	1951				93								
51	51	302	302	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	1952												
51	51	303	303	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	1953				94								
51	51	607/2	607/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	1954												
51	51	609/2	609/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	1955				95								
51	51	305	305	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	1956												
51	51	601/2	601/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	1957				96								
51	51	1203/4	1203/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	1958				96								
51	51	301	301	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	1959				96								
51	51	1205/4	1205/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	1960				96								
51	51	603/2	603/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	1961				96								
51	51	1207/4	1207/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	1962				96								
51	51	302	302	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	1963				96								
51	51	1209/4	1209/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	1964				96								
51	51	605/2	605/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	1965				96								
51	51	1211/4	1211/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	1966				96								
51	51	303	303	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	1967				96								
51	51	1213/4	1213/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	1968				96								
51	51	607/2	607/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	1969				96								
51	51	1215/4	1215/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	1970				96								
51	51	304	304	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	1971				96								
51	51	1217/4	1217/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	1972				96								
51	51	609/2	609/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	1973				96								
51	51	1219/4	1219/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	1974				96								
51	51	305	305	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	1975				96								
51	51	1221/4	1221/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	1976				96								
51	51	611/2	611/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	1977												
51	51	300	300	6.0	0	0	Chord	12/8	2	2	3/2	1	3/2	1978												
52	52	306	306	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1979				97								
52	52	613/2	613/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1980												
52	52	307	307	0.0	1/4	1/4	Spanner	12/8	1	1	0															26
52	52	307	307	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1981												26
52	52	615/2	615/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	1982												26
52	52	617/2	617/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1983		articStaccatissimoBelow										26
52	52	309	309	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	1984												26
52	52	310	310	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1985		articStaccatissimoBelow										26
52	52	621/2	621/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	1986												26
52	52	623/2	623/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1987		articStaccatissimoBelow										26
52	52	306	306	1.0	0	0	Chord	12/8	1	2	1/4	1/4	1	1988												26
52	52	615/2	615/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	1989				98								26
52	52	308	308	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	1990												26
52	52	309	309	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	1991				99								26
52	52	619/2	619/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	1992												26
52	52	621/2	621/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	1993				100								26
52	52	311	311	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	1994												26
52	52	613/2	613/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	1995				101								
52	52	1227/4	1227/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	1996				101								
52	52	307	307	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	1997				101								
52	52	1229/4	1229/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	1998				101								
52	52	615/2	615/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	1999				101								
52	52	1231/4	1231/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	2000				101								
52	52	308	308	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	2001				101								
52	52	1233/4	1233/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	2002				101								
52	52	617/2	617/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	2003				101								
52	52	1235/4	1235/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	2004				101								
52	52	309	309	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	2005				101								
52	52	1237/4	1237/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	2006				101								
52	52	619/2	619/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	2007				101								
52	52	1239/4	1239/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	2008				101								
52	52	310	310	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	2009				101								
52	52	1241/4	1241/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	2010				101								
52	52	621/2	621/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	2011				101								
52	52	1243/4	1243/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	2012				101								
52	52	311	311	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	2013				101								
52	52	1245/4	1245/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	2014				101								
52	52	623/2	623/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	2015												
52	52	306	306	6.0	0	0	Chord	12/8	2	2	3/2	1	3/2	2016												
53	53	312	312	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	2017												26
53	53	313	313	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	2018												26
53	53	627/2	627/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	2019												26
53	53	315	315	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	2020												26
53	53	316	316	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	2021												26
53	53	633/2	633/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	2022												26
53	53	627/2	627/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	2023		articAccentBelow		102								26
53	53	314	314	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	2024												26
53	53	629/2	629/2	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	2025												26
53	53	315	315	1.0	3/4	3/4	Chord	12/8	1	2	1/4	1/4	1	2026												26
53	53	633/2	633/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	2027		articAccentBelow		103								26
53	53	317	317	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	2028												26
53	53	635/2	635/2	0.5	11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	2029												26
53	53	312	312	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	2030												
53	53	625/2	625/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	2031				104								
53	53	1251/4	1251/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	2032				104								
53	53	313	313	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	2033				104								
53	53	1253/4	1253/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	2034												
53	53	627/2	627/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	2035												
53	53	314	314	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	2036				105								
53	53	1257/4	1257/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	2037				105								
53	53	629/2	629/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	2038				105								
53	53	1259/4	1259/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	2039												
53	53	315	315	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	2040												
53	53	631/2	631/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	2041				106								
53	53	1263/4	1263/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	2042				106								
53	53	316	316	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	2043				106								
53	53	1265/4	1265/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	2044												
53	53	633/2	633/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	2045												
53	53	317	317	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	2046				107								
53	53	1269/4	1269/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	2047				107								
53	53	635/2	635/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	2048				107								
53	53	1271/4	1271/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	2049												
54	54	318	318	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	2050												26
54	54	319	319	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	2051												26
54	54	639/2	639/2	0.0	3/8	3/8	Spanner	12/8	1	1	0											1				26
54	54	639/2	639/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	2052								1				26
54	54	321	321	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	2053								1				26
54	54	645/2	645/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	2054								1				26
54	54	639/2	639/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	2055		articAccentBelow		108				1				26
54	54	320	320	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	2056								1				26
54	54	641/2	641/2	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	2057								1				26
54	54	321	321	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	2058		articAccentBelow		109				1				26
54	54	643/2	643/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	2059								1				26
54	54	322	322	0.5	1	1	Chord	12/8	1	2	1/8	1/8	1	2060								1				26
54	54	645/2	645/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	2061		articAccentBelow		110				1				26
54	54	323	323	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	2062								1				26
54	54	647/2	647/2	0.5	11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	2063								1				26
54	54	318	318	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	2064												
54	54	637/2	637/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	2065				111								
54	54	1275/4	1275/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	2066				111								
54	54	319	319	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	2067				111								
54	54	1277/4	1277/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	2068												
54	54	639/2	639/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	2069												
54	54	320	320	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	2070				112								
54	54	1281/4	1281/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	2071				112								
54	54	641/2	641/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	2072				112								
54	54	1283/4	1283/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	2073												
54	54	321	321	0.5	3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	2074												
54	54	643/2	643/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	2075				113								
54	54	1287/4	1287/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	2076				113								
54	54	322	322	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	2077				113								
54	54	1289/4	1289/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	2078												
54	54	645/2	645/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	2079												
54	54	323	323	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	2080				114								
54	54	1293/4	1293/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	2081				114								
54	54	647/2	647/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	2082				114								
54	54	1295/4	1295/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	2083												
55	55	324	324	0.0	0	0	Spanner	12/8	1	1	0															26
55	55	324	324	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	2084												26
55	55	325	325	0.0	1/4	1/4	Spanner	12/8	1	1	0															
55	55	651/2	651/2	0.0	3/8	3/8	StaffText	12/8	1	1	0						tranquillo									
55	55	651/2	651/2	0.0	3/8	3/8	StaffText	12/8	1	1	0						dolcissimo									
55	55	651/2	651/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	2085												
55	55	327	327	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	2086												
55	55	657/2	657/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	2087												
55	55	651/2	651/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	2088												
55	55	1303/4	1303/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	2089												
55	55	326	326	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	2090												
55	55	1305/4	1305/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	2091												
55	55	653/2	653/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	2092												
55	55	1307/4	1307/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	2093												
55	55	327	327	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	2094												
55	55	1309/4	1309/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	2095												
55	55	655/2	655/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	2096												
55	55	1311/4	1311/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	2097												
55	55	328	328	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	2098												
55	55	1313/4	1313/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	2099												
55	55	657/2	657/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	2100												
55	55	1315/4	1315/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	2101												
55	55	329	329	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	2102												
55	55	1317/4	1317/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	2103												
55	55	659/2	659/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	2104												
55	55	1319/4	1319/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	2105												
55	55	649/2	649/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	2106				115								
55	55	1299/4	1299/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	2107				115								
55	55	325	325	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	2108				115								
55	55	1301/4	1301/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	2109												
55	55	326	326	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	2110		articStaccatoBelow										
55	55	653/2	653/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	2111		articStaccatoBelow										
55	55	655/2	655/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	2112		articStaccatoBelow										
55	55	328	328	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	2113		articStaccatoBelow										
55	55	329	329	0.5	5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	2114		articStaccatoBelow										
55	55	659/2	659/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	2115		articStaccatoBelow										
56	56	330	330	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	2116												
56	56	663/2	663/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	2117												
56	56	333	333	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	2118												
56	56	669/2	669/2	0.0	9/8	9/8	Spanner	12/8	1	1	0								0	0						
56	56	669/2	669/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	2119				116	0	0						
56	56	335	335	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	2120				116	0	0						
56	56	1341/4	1341/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	2121				116	0	0						
56	56	671/2	671/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	2122				116	0	0						
56	56	1343/4	1343/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	2123					0	0						
56	56	330	330	0.25	0	0	Chord	12/8	1	2	1/16	1/16	1	2124					0	0						
56	56	1321/4	1321/4	0.25	1/16	1/16	Chord	12/8	1	2	1/16	1/16	1	2125					0	0						
56	56	661/2	661/2	0.25	1/8	1/8	Chord	12/8	1	2	1/16	1/16	1	2126					0	0						
56	56	1323/4	1323/4	0.25	3/16	3/16	Chord	12/8	1	2	1/16	1/16	1	2127					0	0						
56	56	331	331	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	2128					0	0						
56	56	1325/4	1325/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	2129					0	0						
56	56	663/2	663/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	2130					0	0						
56	56	1327/4	1327/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	2131					0	0						
56	56	332	332	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	2132					0	0						
56	56	1329/4	1329/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	2133					0	0						
56	56	665/2	665/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	2134					0	0						
56	56	1331/4	1331/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	2135					0	0						
56	56	333	333	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	2136					0	0						
56	56	1333/4	1333/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	2137					0	0						
56	56	667/2	667/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	2138					0	0						
56	56	1335/4	1335/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	2139					0	0						
56	56	334	334	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	2140					0	0						
56	56	1337/4	1337/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	2141					0	0						
56	56	669/2	669/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	2142					0	0						
56	56	1339/4	1339/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	2143					0	0						
56	56	335	335	1.0	5/4	5/4	Chord	12/8	1	2	1/4	1/4	1	2144					0	0						
56	56	661/2	661/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	2145		articStaccatoBelow										
56	56	331	331	0.5	1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	2146		articStaccatoBelow										
56	56	332	332	0.5	1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	2147		articStaccatoAbove										
56	56	665/2	665/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	2148		articStaccatoAbove										
56	56	667/2	667/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	2149		articStaccatoBelow										
56	56	334	334	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	2150		articStaccatoBelow										
