mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_rall.	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
136	134	1199/2	1199/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1928				86			0					
136	134	596	596	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1929												
136	134	597	597	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	1930												
136	134	599	599	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1931												
137	135	600	600	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1932				86			0					
137	135	1201/2	1201/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1933				86			0					
137	135	601	601	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1934				86			0					
137	135	1203/2	1203/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1935				86			0					
137	135	602	602	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1936				86			0					
137	135	1205/2	1205/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1937				86			0					
137	135	603	603	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1938				86			0					
137	135	1207/2	1207/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1939				86			0					
137	135	600	600	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1940												
137	135	601	601	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	1941												
137	135	603	603	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1942												
138	136	604	604	0.0	0	0	Spanner	2/2	1	1	0							86								
138	136	604	604	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1943				86								
138	136	1209/2	1209/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1944				86								
138	136	605	605	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1945				86								
138	136	1211/2	1211/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1946				86								
138	136	606	606	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1947				86								
138	136	1213/2	1213/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1948				86								
138	136	607	607	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1949				86								
138	136	1215/2	1215/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1950				86								
138	136	604	604	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	1951												
138	136	1209/2	1209/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1952												
138	136	605	605	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1953												
138	136	1211/2	1211/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1954												
138	136	606	606	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	1955												
138	136	1213/2	1213/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	1956												
138	136	607	607	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	1957												
138	136	1215/2	1215/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	1958												
139	137	608	608	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1959				86								
139	137	1217/2	1217/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1960												
139	137	1223/2	1223/2	0.0	7/8	7/8	Dynamic	2/2	1	1	0				mf											
139	137	1223/2	1223/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1961												
139	137	608	608	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	1962												
139	137	1217/2	1217/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	1963												
140	138	612	612	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1964		articAccentBelow		87								
140	138	614	614	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1965												
140	138	1231/2	1231/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1966												
140	138	1225/2	1225/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1967				88								
140	138	613	613	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1968				88								
140	138	1227/2	1227/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1969				88								
140	138	614	614	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1970				88								
140	138	1229/2	1229/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1971				88								
140	138	615	615	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1972												
141	139	616	616	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1973		articAccentAbove		89								
141	139	617	617	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1974												
141	139	1239/2	1239/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1975												
141	139	616	616	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	1976												
141	139	1233/2	1233/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1977				90								
141	139	617	617	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1978				90								
141	139	1235/2	1235/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1979				90								
141	139	618	618	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1980				90								
141	139	1237/2	1237/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1981				90								
141	139	619	619	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1982												
142	140	620	620	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1983		articAccentBelow		91								
142	140	622	622	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1984												
142	140	1247/2	1247/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1985												
142	140	1241/2	1241/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1986				92								
142	140	621	621	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1987				92								
142	140	1243/2	1243/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1988				92								
142	140	622	622	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1989				92								
142	140	1245/2	1245/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1990				92								
142	140	623	623	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1991												
143	141	624	624	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	1992		articAccentAbove		93								
143	141	625	625	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1993												
143	141	1255/2	1255/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1994												
143	141	624	624	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	1995												
143	141	1249/2	1249/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1996				94								
143	141	625	625	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1997				94								
143	141	1251/2	1251/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1998				94								
143	141	626	626	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1999				94								
143	141	1253/2	1253/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2000				94								
143	141	627	627	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	2001												
144	142	628	628	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	2002		articAccentBelow		95								
144	142	630	630	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2003												
144	142	1263/2	1263/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2004												
144	142	1257/2	1257/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2005				96								
144	142	629	629	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2006				96								
144	142	1259/2	1259/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2007				96								
144	142	630	630	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2008				96								
144	142	1261/2	1261/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2009				96								
144	142	631	631	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	2010												
145	143	632	632	3.5	0	0	Chord	2/2	1	1	7/8	1/2	7/4	2011		articAccentBelow										
145	143	1271/2	1271/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2012												
145	143	1265/2	1265/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2013				97								
145	143	633	633	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2014				97								
145	143	1267/2	1267/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2015				97								
145	143	634	634	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2016				97								
145	143	1269/2	1269/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2017				97								
145	143	635	635	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	2018												
146	144	636	636	4.0	0	0	Chord	2/2	1	1	1	1	1	2019												
146	144	1273/2	1273/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												63			
146	144	1273/2	1273/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2020				98					63			
146	144	637	637	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2021				98					63			
146	144	1275/2	1275/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2022				98					63			
146	144	638	638	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2023				98					63			
146	144	1277/2	1277/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2024				98					63			
146	144	639	639	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	2025				98					63			
146	144	1279/2	1279/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2026				98					63			
147	145	640	640	4.0	0	0	Chord	2/2	1	1	1	1	1	2027												
147	145	640	640	0.0	0	0	Spanner	2/2	2	1	0							98								
147	145	640	640	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	2028				98								
147	145	1281/2	1281/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2029				98								
147	145	641	641	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2030				98								
147	145	1283/2	1283/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2031				98								
147	145	642	642	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2032				98								
147	145	1285/2	1285/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2033				98								
147	145	643	643	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	2034				98								
147	145	1287/2	1287/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2035												
148	146	644	644	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	2036												
148	146	644	644	0.0	0	0	StaffText	2/2	2	1	0						"<font size=""12""/>pesante"									
148	146	644	644	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	2037				99								
148	146	646	646	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2038				99								
148	146	647	647	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2039				99								
149	147	648	648	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	2040				99								
149	147	649	649	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2041				99								
149	147	650	650	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2042				99								
149	147	651	651	0.0	3/4	3/4	Spanner	2/2	2	1	0							99	0	0						
149	147	651	651	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2043				99	0	0						
150	148	652	652	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	2044				99	0	0						
150	148	653	653	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2045				99	0	0						
150	148	654	654	0.0	1/2	1/2	Spanner	2/2	2	1	0							99	0	0	1					
150	148	654	654	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	2046				99	0	0	1					
151	149	656	656	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	2047				99	0	0	1					
151	149	658	658	0.0	1/2	1/2	Spanner	2/2	2	1	0								0	0						
151	149	658	658	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2048					0	0						
151	149	659	659	0.0	3/4	3/4	Spanner	2/2	2	1	0															
153	151	665	665	0.0	1/4	1/4	Dynamic	2/2	1	1	0				ff											
153	151	665	665	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2049		articStaccatissimoBelow										
153	151	666	666	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	2050		articMarcatoAbove										
153	151	1335/2	1335/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2051												
153	151	665	665	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2052		articStaccatissimoBelow										
153	151	666	666	1.5	1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	2053		articMarcatoAbove										
153	151	1335/2	1335/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2054												
154	152	1337/2	1337/2	0.0	1/8	1/8	Spanner	2/2	1	1	0												64			
154	152	1337/2	1337/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2055				100					64			
154	152	669	669	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2056				100					64			
154	152	1339/2	1339/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2057				100					64			
154	152	670	670	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2058				100					64			
154	152	1341/2	1341/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2059		articStaccatissimoAbove							64			
154	152	671	671	0.0	3/4	3/4	Spanner	2/2	1	1	0															
154	152	1337/2	1337/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2060				101								
154	152	669	669	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2061				101								
154	152	1339/2	1339/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2062				101								
154	152	670	670	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2063				101								
154	152	1341/2	1341/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2064		articStaccatissimoBelow										
155	153	673	673	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2065		articStaccatissimoBelow										
155	153	674	674	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	2066		articMarcatoAbove										
155	153	1351/2	1351/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2067												
155	153	673	673	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2068		articStaccatissimoBelow										
155	153	674	674	1.5	1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	2069		articMarcatoAbove										
155	153	1351/2	1351/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2070												
156	154	1353/2	1353/2	0.0	1/8	1/8	Spanner	2/2	1	1	0												65			
156	154	1353/2	1353/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2071				102					65			
156	154	677	677	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2072				102					65			
156	154	1355/2	1355/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2073				102					65			
156	154	678	678	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2074				102					65			
156	154	1357/2	1357/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2075		articStaccatissimoBelow							65			
156	154	679	679	0.0	3/4	3/4	Spanner	2/2	1	1	0															
156	154	1353/2	1353/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2076				103								
156	154	677	677	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2077				103								
156	154	1355/2	1355/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2078				103								
156	154	678	678	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2079				103								
156	154	1357/2	1357/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2080		articStaccatissimoBelow										
157	155	681	681	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2081		articStaccatissimoBelow										
157	155	682	682	0.0	1/2	1/2	Spanner	2/2	1	1	0													20		
157	155	682	682	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	2082		articMarcatoAbove								20		
157	155	1367/2	1367/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2083										20		
157	155	681	681	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2084		articStaccatissimoBelow										
157	155	682	682	1.5	1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	2085		articMarcatoAbove										
157	155	1367/2	1367/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2086												
158	156	684	684	0.0	0	0	Spanner	2/2	1	1	0															
158	156	1369/2	1369/2	0.0	1/8	1/8	Spanner	2/2	1	1	0												66			
158	156	1369/2	1369/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2087				104					66			
158	156	685	685	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2088				104					66			
158	156	1371/2	1371/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2089				104					66			
158	156	686	686	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2090				104					66			
158	156	1373/2	1373/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2091		articStaccatissimoBelow							66			
158	156	687	687	0.0	3/4	3/4	Spanner	2/2	1	1	0															
158	156	1369/2	1369/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2092				105								
158	156	685	685	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2093				105								
158	156	1371/2	1371/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2094				105								
158	156	686	686	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2095				105								
158	156	1373/2	1373/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2096		articStaccatissimoAbove										
159	157	1379/2	1379/2	0.0	3/8	3/8	Dynamic	2/2	1	1	0				ff											
159	157	1379/2	1379/2	0.0	3/8	3/8	Spanner	2/2	1	1	0													21		
159	157	1379/2	1379/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2097										21		
159	157	690	690	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2098		articStaccatissimoAbove								21		
159	157	1383/2	1383/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2099										21		
159	157	1379/2	1379/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2100												
159	157	690	690	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2101		articStaccatissimoBelow										
159	157	1383/2	1383/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2102												
160	158	692	692	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	2103										21		
160	158	694	694	0.0	1/2	1/2	StaffText	2/2	1	1	0						"<font size=""12""/><i>quasi cadenza</i>"									
160	158	694	694	0.0	1/2	1/2	Spanner	2/2	1	1	0															
160	158	1389/2	1389/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2104												
160	158	695	695	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2105												
160	158	1391/2	1391/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2106												
160	158	696	696	0.5	1	1	Chord	2/2	1	1	1/8	1/8	1	2107												
160	158	1393/2	1393/2	0.5	9/8	9/8	Chord	2/2	1	1	1/8	1/8	1	2108												
160	158	697	697	0.5	5/4	5/4	Chord	2/2	1	1	1/8	1/8	1	2109												
160	158	1395/2	1395/2	0.0	11/8	11/8	Spanner	2/2	1	1	0												67			
160	158	1395/2	1395/2	0.5	11/8	11/8	Chord	2/2	1	1	1/8	1/8	1	2110									67			
160	158	698	698	0.5	3/2	3/2	Chord	2/2	1	1	1/8	1/8	1	2111									67			
160	158	1397/2	1397/2	0.5	13/8	13/8	Chord	2/2	1	1	1/8	1/8	1	2112									67			
160	158	699	699	0.5	7/4	7/4	Chord	2/2	1	1	1/8	1/8	1	2113									67			
160	158	1399/2	1399/2	0.5	15/8	15/8	Chord	2/2	1	1	1/8	1/8	1	2114									67			
160	158	700	700	0.0	2	2	Spanner	2/2	1	1	0															
160	158	700	700	0.0	2	2	Spanner	2/2	1	1	0												68			
160	158	700	700	0.5	2	2	Chord	2/2	1	1	1/8	1/8	1	2115									68			
160	158	1401/2	1401/2	0.5	17/8	17/8	Chord	2/2	1	1	1/8	1/8	1	2116									68			
160	158	701	701	0.5	9/4	9/4	Chord	2/2	1	1	1/8	1/8	1	2117									68			
160	158	1403/2	1403/2	0.5	19/8	19/8	Chord	2/2	1	1	1/8	1/8	1	2118									68			
160	158	702	702	0.5	5/2	5/2	Chord	2/2	1	1	1/8	1/8	1	2119									68			
160	158	1405/2	1405/2	0.0	21/8	21/8	Spanner	2/2	1	1	0															
160	158	1405/2	1405/2	0.5	21/8	21/8	Chord	2/2	1	1	1/8	1/8	1	2120												
160	158	703	703	0.5	11/4	11/4	Chord	2/2	1	1	1/8	1/8	1	2121												
160	158	1407/2	1407/2	0.5	23/8	23/8	Chord	2/2	1	1	1/8	1/8	1	2122												
160	158	704	704	0.5	3	3	Chord	2/2	1	1	1/8	1/8	1	2123												
160	158	1409/2	1409/2	0.5	25/8	25/8	Chord	2/2	1	1	1/8	1/8	1	2124												
160	158	705	705	0.0	13/4	13/4	Spanner	2/2	1	1	0												69			
160	158	705	705	0.0	13/4	13/4	Spanner	2/2	1	1	0												69	22		
160	158	705	705	0.5	13/4	13/4	Chord	2/2	1	1	1/8	1/8	1	2125									69	22		
160	158	1411/2	1411/2	0.5	27/8	27/8	Chord	2/2	1	1	1/8	1/8	1	2126									69	22		
160	158	706	706	0.5	7/2	7/2	Chord	2/2	1	1	1/8	1/8	1	2127									69	22		
160	158	1413/2	1413/2	0.5	29/8	29/8	Chord	2/2	1	1	1/8	1/8	1	2128									69	22		
160	158	707	707	0.5	15/4	15/4	Chord	2/2	1	1	1/8	1/8	1	2129									69	22		
160	158	1415/2	1415/2	0.5	31/8	31/8	Chord	2/2	1	1	1/8	1/8	1	2130									69	22		
160	158	708	708	0.5	4	4	Chord	2/2	1	1	1/8	1/8	1	2131									69	22		
160	158	1417/2	1417/2	0.5	33/8	33/8	Chord	2/2	1	1	1/8	1/8	1	2132									69	22		
160	158	709	709	0.5	17/4	17/4	Chord	2/2	1	1	1/8	1/8	1	2133									69	22		
160	158	1419/2	1419/2	0.5	35/8	35/8	Chord	2/2	1	1	1/8	1/8	1	2134									69	22		
160	158	692	692	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	2135												
160	158	1389/2	1389/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2136												
160	158	695	695	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	2137												
160	158	1391/2	1391/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2138												
160	158	696	696	0.5	1	1	Chord	2/2	2	1	1/8	1/8	1	2139												
160	158	1393/2	1393/2	0.5	9/8	9/8	Chord	2/2	2	1	1/8	1/8	1	2140												
160	158	697	697	0.5	5/4	5/4	Chord	2/2	2	1	1/8	1/8	1	2141												
160	158	1395/2	1395/2	0.5	11/8	11/8	Chord	2/2	2	1	1/8	1/8	1	2142												
160	158	698	698	0.5	3/2	3/2	Chord	2/2	2	1	1/8	1/8	1	2143												
160	158	1397/2	1397/2	0.5	13/8	13/8	Chord	2/2	2	1	1/8	1/8	1	2144												
160	158	699	699	0.5	7/4	7/4	Chord	2/2	2	1	1/8	1/8	1	2145												
160	158	1399/2	1399/2	0.5	15/8	15/8	Chord	2/2	2	1	1/8	1/8	1	2146												
160	158	700	700	0.5	2	2	Chord	2/2	2	1	1/8	1/8	1	2147												
160	158	1401/2	1401/2	0.5	17/8	17/8	Chord	2/2	2	1	1/8	1/8	1	2148												
160	158	701	701	0.5	9/4	9/4	Chord	2/2	2	1	1/8	1/8	1	2149												
160	158	1403/2	1403/2	0.5	19/8	19/8	Chord	2/2	2	1	1/8	1/8	1	2150												
160	158	702	702	0.5	5/2	5/2	Chord	2/2	2	1	1/8	1/8	1	2151												
160	158	1405/2	1405/2	0.5	21/8	21/8	Chord	2/2	2	1	1/8	1/8	1	2152												
160	158	703	703	0.5	11/4	11/4	Chord	2/2	2	1	1/8	1/8	1	2153												
160	158	1407/2	1407/2	0.5	23/8	23/8	Chord	2/2	2	1	1/8	1/8	1	2154												
160	158	704	704	0.5	3	3	Chord	2/2	2	1	1/8	1/8	1	2155												
160	158	1409/2	1409/2	0.5	25/8	25/8	Chord	2/2	2	1	1/8	1/8	1	2156												
160	158	705	705	0.5	13/4	13/4	Chord	2/2	2	1	1/8	1/8	1	2157												
160	158	1411/2	1411/2	0.5	27/8	27/8	Chord	2/2	2	1	1/8	1/8	1	2158												
160	158	706	706	0.5	7/2	7/2	Chord	2/2	2	1	1/8	1/8	1	2159												
160	158	1413/2	1413/2	0.5	29/8	29/8	Chord	2/2	2	1	1/8	1/8	1	2160												
160	158	707	707	0.5	15/4	15/4	Chord	2/2	2	1	1/8	1/8	1	2161												
160	158	1415/2	1415/2	0.5	31/8	31/8	Chord	2/2	2	1	1/8	1/8	1	2162												
160	158	708	708	0.5	4	4	Chord	2/2	2	1	1/8	1/8	1	2163												
160	158	1417/2	1417/2	0.5	33/8	33/8	Chord	2/2	2	1	1/8	1/8	1	2164												
160	158	709	709	0.5	17/4	17/4	Chord	2/2	2	1	1/8	1/8	1	2165												
160	158	1419/2	1419/2	0.5	35/8	35/8	Chord	2/2	2	1	1/8	1/8	1	2166												
161	158	710	710	0.0	0	0	Spanner	2/2	1	1	0													22		
161	158	710	710	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	2167										22		
161	158	1421/2	1421/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2168										22		
161	158	711	711	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2169										22		
161	158	1423/2	1423/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2170										22		
161	158	712	712	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2171										22		
161	158	1425/2	1425/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2172										22		
161	158	713	713	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2173										22		
161	158	1427/2	1427/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2174										22		
161	158	714	714	0.5	1	1	Chord	2/2	1	1	1/8	1/8	1	2175										22		
161	158	1429/2	1429/2	0.5	9/8	9/8	Chord	2/2	1	1	1/8	1/8	1	2176										22		
